Component ID,Component Name,Parent Component ID,Quantity,Level (Hierarchy Level),Assembly Type,Criticality Level (High/Medium/Low),Supplier ID,Lead Time (Weeks)
COMP0441,LED-8699,COMP0027,172,3,Raw Part,Medium,SUPP045,15
COMP0010,MOSFET-1434,COMP0044,6,3,PCB Assembly,Low,SUPP019,29
COMP0282,Inductor-8612,COMP0308,86,3,Sub-assembly,Low,SUPP084,14
COMP0001,Crystal-2824,COMP0330,129,4,Module,High,SUPP091,32
COMP0236,LED-8144,COMP0193,195,3,Raw Part,Low,SUPP050,21
COMP0213,Transistor-3608,COMP0485,50,2,PCB Assembly,Medium,SUPP039,44
COMP0145,Transistor-4566,COMP0305,67,2,Raw Part,Low,SUPP049,48
COMP0379,Transistor-5526,COMP0120,27,3,Raw Part,Medium,SUPP020,13
COMP0114,Inductor-8744,COMP0348,108,3,Sub-assembly,Low,SUPP096,4
COMP0230,MOSFET-8119,COMP0430,32,4,Module,Medium,SUPP046,30
COMP0237,Resistor-9518,COMP0089,173,4,Raw Part,High,SUPP032,26
COMP0228,Inductor-5349,COMP0357,11,3,Raw Part,Low,SUPP071,39
COMP0251,Crystal-3851,COMP0136,127,4,Cable Assembly,Low,SUPP079,18
COMP0351,Capacitor-4978,COMP0123,74,2,PCB Assembly,Low,SUPP018,38
COMP0182,LED-3546,COMP0229,192,4,Raw Part,Medium,SUPP004,49
COMP0402,Diode-4545,COMP0200,120,2,Raw Part,Medium,SUPP004,17
COMP0447,Transistor-4241,COMP0491,123,2,Raw Part,Medium,SUPP040,39
COMP0228,Inductor-5349,COMP0153,23,3,Sub-assembly,Low,SUPP099,14
COMP0334,LED-9837,COMP0031,160,4,Raw Part,Low,SUPP083,46
COMP0024,Sensor-3045,COMP0143,190,3,Sub-assembly,Medium,SUPP051,23
COMP0372,Connector-4995,COMP0124,191,3,Sub-assembly,Medium,SUPP032,34
COMP0491,Resistor-4335,COMP0336,169,4,Raw Part,Medium,SUPP024,13
COMP0443,Diode-5720,COMP0483,106,3,Raw Part,High,SUPP088,43
COMP0391,Transistor-7046,ROOT,10,1,Sub-assembly,High,SUPP074,48
COMP0041,Inductor-8573,ROOT,189,1,Sub-assembly,Medium,SUPP097,43
COMP0186,Diode-5325,COMP0040,21,4,Raw Part,Low,SUPP065,37
COMP0303,IC-6421,COMP0427,81,3,Cable Assembly,High,SUPP014,44
COMP0455,Connector-3037,COMP0111,192,2,Cable Assembly,Low,SUPP036,26
COMP0219,Diode-4652,ROOT,187,1,Raw Part,Medium,SUPP012,33
COMP0330,Microcontroller-7211,COMP0210,131,4,Raw Part,High,SUPP093,30
COMP0376,Inductor-8988,COMP0205,172,3,PCB Assembly,Low,SUPP050,36
COMP0454,MOSFET-5728,COMP0315,5,2,PCB Assembly,Low,SUPP048,26
COMP0176,LED-5956,COMP0301,96,4,Sub-assembly,Medium,SUPP009,18
COMP0368,Connector-8616,COMP0120,178,2,Sub-assembly,Low,SUPP074,46
COMP0096,Diode-9835,COMP0466,74,3,Module,Medium,SUPP062,44
COMP0124,LED-6559,COMP0217,45,3,Module,High,SUPP008,23
COMP0035,Inductor-7065,COMP0046,137,2,Raw Part,High,SUPP063,20
COMP0231,Microcontroller-6139,COMP0110,142,4,Raw Part,High,SUPP059,47
COMP0380,Sensor-1166,COMP0086,67,3,Raw Part,Low,SUPP017,1
COMP0097,LED-4295,COMP0135,73,2,Sub-assembly,Low,SUPP096,44
COMP0086,Transistor-4923,COMP0116,130,4,Raw Part,Medium,SUPP046,6
COMP0276,Capacitor-7965,COMP0350,180,4,PCB Assembly,Medium,SUPP040,32
COMP0246,Microcontroller-7592,COMP0105,24,2,Cable Assembly,Low,SUPP010,33
COMP0346,MOSFET-2876,COMP0073,91,2,Raw Part,High,SUPP054,50
COMP0163,Diode-5351,COMP0041,90,3,Sub-assembly,Medium,SUPP068,50
COMP0276,Capacitor-7965,COMP0086,178,3,Sub-assembly,Medium,SUPP042,22
COMP0449,Sensor-4683,COMP0318,15,3,PCB Assembly,Medium,SUPP091,44
COMP0407,Transistor-4727,COMP0470,44,4,Cable Assembly,Medium,SUPP049,22
COMP0185,LED-6617,COMP0430,29,4,Raw Part,Medium,SUPP080,12
COMP0111,Diode-5562,COMP0483,25,3,Raw Part,Medium,SUPP098,37
COMP0047,IC-5386,COMP0367,196,3,Sub-assembly,High,SUPP026,35
COMP0034,Connector-6977,COMP0444,99,4,Sub-assembly,High,SUPP078,12
COMP0160,IC-9565,COMP0053,177,4,Raw Part,Medium,SUPP060,48
COMP0431,Connector-8253,COMP0391,14,2,PCB Assembly,Low,SUPP014,12
COMP0033,IC-5554,COMP0080,121,3,Module,Medium,SUPP012,19
COMP0371,Capacitor-5569,COMP0101,64,3,Sub-assembly,Low,SUPP046,24
COMP0101,Connector-2982,COMP0488,17,4,Raw Part,High,SUPP008,52
COMP0158,MOSFET-1651,COMP0231,113,2,Raw Part,Medium,SUPP013,4
COMP0316,Connector-1475,COMP0380,105,4,Raw Part,Medium,SUPP085,50
COMP0161,Microcontroller-5272,COMP0209,190,2,PCB Assembly,Medium,SUPP096,52
COMP0157,MOSFET-5033,COMP0454,78,2,Sub-assembly,Medium,SUPP024,39
COMP0303,IC-6421,COMP0209,158,2,Module,Medium,SUPP044,10
COMP0029,LED-2139,COMP0351,22,3,Module,Low,SUPP014,2
COMP0215,IC-1634,COMP0470,178,4,PCB Assembly,Low,SUPP049,45
COMP0316,Connector-1475,COMP0031,193,2,Module,Low,SUPP094,34
COMP0326,Inductor-1823,COMP0341,65,2,Sub-assembly,Low,SUPP052,35
COMP0073,Connector-1053,COMP0258,33,3,Sub-assembly,High,SUPP064,23
COMP0476,Crystal-2713,COMP0088,167,3,PCB Assembly,Low,SUPP073,50
COMP0196,Capacitor-2232,COMP0016,136,4,Sub-assembly,Medium,SUPP074,52
COMP0478,IC-9117,COMP0382,1,3,Sub-assembly,Medium,SUPP018,43
COMP0410,LED-9751,COMP0473,163,3,Raw Part,High,SUPP017,36
COMP0322,Resistor-7455,COMP0361,52,3,Sub-assembly,High,SUPP083,43
COMP0238,Sensor-4228,COMP0137,144,4,Raw Part,Medium,SUPP017,17
COMP0413,Sensor-5786,COMP0238,32,2,Sub-assembly,Medium,SUPP038,22
COMP0096,Diode-9835,COMP0416,12,4,Raw Part,Low,SUPP083,2
COMP0362,Crystal-8532,COMP0468,162,4,Module,Medium,SUPP049,3
COMP0148,Resistor-1821,COMP0089,47,3,Sub-assembly,Medium,SUPP046,20
COMP0454,MOSFET-5728,COMP0231,103,3,PCB Assembly,Medium,SUPP044,3
COMP0368,Connector-8616,COMP0132,22,3,Raw Part,Low,SUPP075,33
COMP0170,Diode-9288,COMP0494,177,3,Sub-assembly,High,SUPP050,22
COMP0322,Resistor-7455,COMP0221,35,4,Sub-assembly,Medium,SUPP068,33
COMP0475,Microcontroller-6260,COMP0373,98,3,Raw Part,Medium,SUPP079,40
COMP0425,Inductor-3444,COMP0106,100,2,PCB Assembly,High,SUPP083,9
COMP0454,MOSFET-5728,COMP0432,152,4,Sub-assembly,High,SUPP013,52
COMP0373,Connector-7209,COMP0285,98,4,Sub-assembly,Medium,SUPP076,18
COMP0341,Diode-3068,COMP0463,21,4,PCB Assembly,Medium,SUPP028,33
COMP0009,Diode-9279,COMP0063,195,2,PCB Assembly,Medium,SUPP067,38
COMP0409,Transistor-1231,COMP0166,187,4,Sub-assembly,High,SUPP092,37
COMP0149,MOSFET-8811,COMP0302,183,2,PCB Assembly,Medium,SUPP073,47
COMP0025,IC-2291,COMP0120,79,4,Raw Part,Medium,SUPP076,23
COMP0452,Capacitor-1977,COMP0377,105,2,Raw Part,Medium,SUPP073,22
COMP0374,Microcontroller-1470,COMP0337,187,2,Raw Part,High,SUPP072,17
COMP0443,Diode-5720,COMP0265,104,3,PCB Assembly,Medium,SUPP099,27
COMP0428,Capacitor-7818,COMP0195,177,4,PCB Assembly,Medium,SUPP022,24
COMP0397,Transistor-4777,COMP0340,137,3,PCB Assembly,Low,SUPP021,34
COMP0464,Resistor-2496,COMP0275,1,2,PCB Assembly,High,SUPP028,10
COMP0126,Diode-4116,COMP0022,112,3,Module,Medium,SUPP055,35
COMP0373,Connector-7209,COMP0483,109,2,Raw Part,Medium,SUPP064,33
COMP0010,MOSFET-1434,COMP0205,72,3,Raw Part,Medium,SUPP062,18
COMP0376,Inductor-8988,COMP0167,148,2,Raw Part,High,SUPP030,23
COMP0326,Inductor-1823,COMP0481,123,2,Raw Part,Medium,SUPP091,22
COMP0308,MOSFET-7232,COMP0473,129,3,PCB Assembly,Medium,SUPP069,46
COMP0235,Transistor-1727,COMP0045,176,4,Sub-assembly,Medium,SUPP068,25
COMP0351,Capacitor-4978,COMP0476,41,4,Raw Part,Medium,SUPP016,48
COMP0334,LED-9837,COMP0316,159,2,Raw Part,Medium,SUPP029,18
COMP0314,Connector-4595,COMP0404,82,3,Sub-assembly,Medium,SUPP083,28
COMP0160,IC-9565,COMP0314,104,4,Raw Part,Medium,SUPP031,47
COMP0005,Crystal-9935,COMP0026,145,4,Cable Assembly,Medium,SUPP065,12
COMP0032,Diode-2654,COMP0203,50,4,PCB Assembly,High,SUPP095,21
COMP0295,Diode-5451,COMP0328,40,3,Sub-assembly,Medium,SUPP017,34
COMP0144,Inductor-4111,COMP0406,191,4,Sub-assembly,Low,SUPP077,11
COMP0246,Microcontroller-7592,COMP0284,13,3,Raw Part,Medium,SUPP033,28
COMP0336,Diode-2124,COMP0489,22,3,PCB Assembly,Low,SUPP005,18
COMP0005,Crystal-9935,COMP0101,77,4,Raw Part,High,SUPP043,15
COMP0225,IC-9785,COMP0192,135,3,Raw Part,Low,SUPP063,7
COMP0476,Crystal-2713,COMP0134,70,3,Raw Part,High,SUPP032,38
COMP0079,MOSFET-4258,COMP0021,158,4,Module,Medium,SUPP035,48
COMP0423,IC-9056,COMP0325,180,4,Sub-assembly,High,SUPP081,22
COMP0384,Connector-4937,COMP0474,179,2,Module,Medium,SUPP074,5
COMP0055,Transistor-8019,COMP0079,182,3,Raw Part,Low,SUPP053,29
COMP0379,Transistor-5526,COMP0350,40,3,PCB Assembly,Medium,SUPP006,11
COMP0044,Crystal-6313,COMP0487,92,4,Cable Assembly,Low,SUPP084,43
COMP0112,Crystal-8953,COMP0441,6,3,PCB Assembly,Medium,SUPP041,36
COMP0072,IC-3591,COMP0082,99,2,Sub-assembly,Medium,SUPP078,24
COMP0204,Crystal-5088,COMP0263,69,3,Sub-assembly,Medium,SUPP058,36
COMP0313,MOSFET-4613,COMP0012,124,4,PCB Assembly,High,SUPP073,45
COMP0292,Crystal-4919,COMP0311,130,4,Sub-assembly,Medium,SUPP048,5
COMP0079,MOSFET-4258,COMP0353,71,3,Sub-assembly,Low,SUPP078,50
COMP0085,Capacitor-6947,COMP0345,26,3,Raw Part,Medium,SUPP070,12
COMP0267,Inductor-1400,COMP0390,63,4,Raw Part,Medium,SUPP085,37
COMP0244,Sensor-6067,COMP0228,112,2,Raw Part,Low,SUPP075,3
COMP0247,LED-5844,ROOT,84,1,Raw Part,Medium,SUPP084,51
COMP0363,LED-3506,COMP0428,79,2,Sub-assembly,Low,SUPP069,31
COMP0337,Crystal-1659,COMP0173,106,3,PCB Assembly,High,SUPP019,47
COMP0002,Resistor-5506,COMP0137,197,4,Raw Part,Low,SUPP063,26
COMP0485,Resistor-9889,COMP0124,77,4,Module,Medium,SUPP047,38
COMP0238,Sensor-4228,COMP0027,170,3,Sub-assembly,High,SUPP043,42
COMP0130,Connector-5092,COMP0440,59,3,PCB Assembly,Medium,SUPP034,16
COMP0340,MOSFET-3496,ROOT,169,1,Sub-assembly,Medium,SUPP018,12
COMP0181,Capacitor-2753,COMP0240,129,4,Raw Part,Medium,SUPP029,22
COMP0139,Inductor-7209,COMP0375,163,3,Raw Part,High,SUPP069,22
COMP0449,Sensor-4683,COMP0240,55,3,Raw Part,Medium,SUPP031,10
COMP0275,Crystal-1090,COMP0191,90,3,Raw Part,Low,SUPP087,48
COMP0299,Diode-7275,COMP0429,89,4,Raw Part,Medium,SUPP063,24
COMP0476,Crystal-2713,COMP0335,105,3,Raw Part,High,SUPP068,50
COMP0466,Crystal-5415,COMP0328,31,2,PCB Assembly,Medium,SUPP031,14
COMP0380,Sensor-1166,COMP0403,164,3,Raw Part,High,SUPP003,30
COMP0053,Inductor-5040,COMP0414,152,2,Cable Assembly,Medium,SUPP092,7
COMP0131,Capacitor-8260,COMP0253,172,3,Raw Part,Low,SUPP089,16
COMP0499,Sensor-7684,COMP0285,90,2,PCB Assembly,Medium,SUPP006,34
COMP0365,LED-9548,COMP0481,73,2,Raw Part,Low,SUPP005,8
COMP0237,Resistor-9518,ROOT,156,1,PCB Assembly,High,SUPP010,30
COMP0179,Crystal-2697,COMP0016,169,3,PCB Assembly,Low,SUPP057,48
COMP0019,Microcontroller-2674,COMP0236,147,4,PCB Assembly,Medium,SUPP005,32
COMP0279,Connector-1822,COMP0306,46,3,Module,Medium,SUPP088,7
COMP0204,Crystal-5088,COMP0080,29,4,PCB Assembly,Medium,SUPP100,16
COMP0341,Diode-3068,COMP0406,150,3,Raw Part,Medium,SUPP032,23
COMP0102,Diode-4681,COMP0250,62,4,Raw Part,Medium,SUPP046,46
COMP0270,Connector-7790,COMP0024,126,3,Sub-assembly,High,SUPP069,35
COMP0110,Capacitor-9423,COMP0044,55,2,Sub-assembly,Medium,SUPP014,49
COMP0100,Connector-9479,COMP0039,70,3,Sub-assembly,Medium,SUPP040,11
COMP0253,IC-9977,COMP0500,158,3,Sub-assembly,Medium,SUPP087,15
COMP0161,Microcontroller-5272,COMP0396,187,3,Raw Part,Medium,SUPP009,45
COMP0138,IC-1960,COMP0012,51,3,PCB Assembly,Low,SUPP086,1
COMP0341,Diode-3068,ROOT,117,1,PCB Assembly,Medium,SUPP047,50
COMP0322,Resistor-7455,COMP0187,144,3,PCB Assembly,Medium,SUPP004,33
COMP0090,Capacitor-9727,COMP0176,47,4,Module,Medium,SUPP031,47
COMP0242,Crystal-3041,COMP0485,68,4,PCB Assembly,Low,SUPP019,33
COMP0443,Diode-5720,COMP0200,110,4,Module,High,SUPP017,44
COMP0066,Sensor-5119,COMP0408,43,4,Sub-assembly,Medium,SUPP022,21
COMP0444,LED-5632,COMP0194,22,2,Module,Medium,SUPP083,35
COMP0291,Sensor-8939,COMP0076,86,4,PCB Assembly,Low,SUPP051,49
COMP0389,Diode-7625,COMP0494,68,2,Raw Part,Medium,SUPP048,45
COMP0110,Capacitor-9423,COMP0352,82,2,Sub-assembly,Low,SUPP015,34
COMP0050,Diode-9179,COMP0353,137,4,PCB Assembly,Low,SUPP090,22
COMP0044,Crystal-6313,COMP0472,116,2,Sub-assembly,Low,SUPP088,22
COMP0074,LED-5315,ROOT,142,1,PCB Assembly,Medium,SUPP013,45
COMP0304,Sensor-8633,COMP0429,185,2,Raw Part,Medium,SUPP013,35
COMP0399,Microcontroller-2958,COMP0442,128,4,Module,Medium,SUPP086,9
COMP0085,Capacitor-6947,ROOT,20,1,Sub-assembly,Medium,SUPP026,16
COMP0166,Connector-6180,COMP0031,25,2,Sub-assembly,Medium,SUPP070,14
COMP0467,MOSFET-1659,COMP0101,1,3,Raw Part,Low,SUPP051,19
COMP0240,Capacitor-6409,COMP0024,188,4,Raw Part,Low,SUPP085,43
COMP0248,Sensor-3085,COMP0498,140,3,Sub-assembly,Medium,SUPP019,48
COMP0310,Microcontroller-5892,COMP0248,108,3,PCB Assembly,Medium,SUPP009,41
COMP0214,LED-2771,COMP0049,128,2,Sub-assembly,Medium,SUPP068,34
COMP0203,Microcontroller-4441,COMP0337,77,3,Sub-assembly,Medium,SUPP074,15
COMP0023,Resistor-8527,COMP0424,172,2,Sub-assembly,Low,SUPP084,22
COMP0408,Microcontroller-3939,COMP0315,110,3,Raw Part,High,SUPP079,6
COMP0206,Microcontroller-7658,ROOT,184,1,Module,Low,SUPP078,44
COMP0011,Sensor-4257,COMP0467,65,3,PCB Assembly,Medium,SUPP073,47
COMP0364,IC-3885,COMP0331,4,4,Sub-assembly,High,SUPP085,8
COMP0362,Crystal-8532,COMP0231,175,4,Sub-assembly,Medium,SUPP095,24
COMP0287,Connector-3607,COMP0097,102,3,Cable Assembly,High,SUPP051,30
COMP0489,MOSFET-9167,ROOT,71,1,Sub-assembly,Low,SUPP032,5
COMP0307,IC-1320,COMP0462,102,2,PCB Assembly,Low,SUPP044,11
COMP0206,Microcontroller-7658,COMP0072,45,4,Sub-assembly,Medium,SUPP097,2
COMP0282,Inductor-8612,COMP0234,94,3,PCB Assembly,Medium,SUPP019,39
COMP0119,Microcontroller-7939,COMP0189,140,2,Sub-assembly,Medium,SUPP039,13
COMP0350,IC-4249,COMP0328,22,4,Sub-assembly,Medium,SUPP031,52
COMP0168,Connector-2638,COMP0246,80,4,Raw Part,Medium,SUPP074,14
COMP0396,Transistor-6023,COMP0177,32,3,Sub-assembly,High,SUPP011,20
COMP0025,IC-2291,COMP0392,23,4,Sub-assembly,Medium,SUPP025,6
COMP0293,Transistor-8206,COMP0263,163,3,Raw Part,Medium,SUPP075,1
COMP0478,IC-9117,COMP0414,195,2,Module,Medium,SUPP064,32
COMP0042,IC-5422,COMP0359,7,4,Sub-assembly,Medium,SUPP065,29
COMP0465,Diode-1339,ROOT,147,1,Raw Part,High,SUPP090,25
COMP0003,Diode-4657,COMP0494,101,2,Sub-assembly,Low,SUPP098,41
COMP0324,Capacitor-8022,COMP0165,54,3,Sub-assembly,Medium,SUPP034,8
COMP0388,Capacitor-5820,COMP0392,104,3,Raw Part,Low,SUPP056,4
COMP0005,Crystal-9935,COMP0115,80,3,Raw Part,Low,SUPP092,38
COMP0410,LED-9751,COMP0347,163,3,PCB Assembly,Medium,SUPP011,41
COMP0391,Transistor-7046,COMP0122,12,3,Sub-assembly,High,SUPP075,51
COMP0216,Connector-4644,COMP0370,186,3,Raw Part,Low,SUPP064,17
COMP0445,LED-8438,COMP0400,1,3,Raw Part,Medium,SUPP069,3
COMP0301,LED-4505,COMP0448,113,2,PCB Assembly,Medium,SUPP015,35
COMP0048,Capacitor-4456,COMP0199,6,4,Module,Low,SUPP021,31
COMP0027,Crystal-6925,COMP0400,150,3,Module,Medium,SUPP075,46
COMP0456,Connector-5982,COMP0245,106,2,PCB Assembly,High,SUPP007,31
COMP0489,MOSFET-9167,COMP0243,101,4,Raw Part,Medium,SUPP038,44
COMP0381,Sensor-4130,COMP0175,119,3,Sub-assembly,Medium,SUPP059,10
COMP0086,Transistor-4923,COMP0296,54,3,Sub-assembly,Medium,SUPP088,2
COMP0389,Diode-7625,COMP0006,156,2,Raw Part,Low,SUPP049,34
COMP0440,IC-8381,COMP0214,3,3,PCB Assembly,Medium,SUPP076,47
COMP0306,Diode-7883,COMP0444,167,2,PCB Assembly,Medium,SUPP028,34
COMP0068,Crystal-2876,COMP0401,141,4,Raw Part,Medium,SUPP057,29
COMP0456,Connector-5982,COMP0306,96,3,Raw Part,Low,SUPP027,37
COMP0290,Diode-5543,COMP0209,37,4,Raw Part,Medium,SUPP076,12
COMP0451,Transistor-3330,COMP0389,114,3,Sub-assembly,Low,SUPP008,29
COMP0389,Diode-7625,COMP0184,32,2,Sub-assembly,Medium,SUPP023,12
COMP0339,Diode-1333,COMP0209,139,4,Cable Assembly,Medium,SUPP022,19
COMP0104,Resistor-4770,COMP0099,176,2,Module,Medium,SUPP019,14
COMP0316,Connector-1475,COMP0118,65,3,Sub-assembly,High,SUPP052,46
COMP0456,Connector-5982,ROOT,97,1,Raw Part,Low,SUPP091,15
COMP0349,Transistor-7149,COMP0205,157,4,Raw Part,High,SUPP044,29
COMP0276,Capacitor-7965,COMP0166,200,4,Sub-assembly,Medium,SUPP018,33
COMP0176,LED-5956,COMP0367,13,2,Sub-assembly,Medium,SUPP034,17
COMP0272,LED-7291,COMP0285,87,4,Sub-assembly,Medium,SUPP044,16
COMP0055,Transistor-8019,COMP0297,162,2,PCB Assembly,Low,SUPP002,17
COMP0086,Transistor-4923,COMP0494,80,3,Module,Medium,SUPP001,21
COMP0127,Sensor-8350,COMP0211,195,4,Cable Assembly,Low,SUPP047,22
COMP0410,LED-9751,ROOT,143,1,Module,Low,SUPP071,34
COMP0327,Transistor-7211,COMP0279,102,4,Sub-assembly,High,SUPP030,47
COMP0303,IC-6421,COMP0087,32,4,Sub-assembly,High,SUPP062,3
COMP0462,IC-6280,COMP0319,184,4,Module,Medium,SUPP054,14
COMP0488,Sensor-6927,COMP0296,170,3,Sub-assembly,Low,SUPP073,34
COMP0398,Capacitor-4155,COMP0471,133,3,Raw Part,Low,SUPP090,5
COMP0129,Inductor-5563,COMP0413,80,4,Raw Part,Low,SUPP023,37
COMP0419,Connector-6582,COMP0469,171,2,Raw Part,Medium,SUPP015,28
COMP0005,Crystal-9935,COMP0390,47,2,Raw Part,Medium,SUPP061,1
COMP0010,MOSFET-1434,COMP0360,11,2,Sub-assembly,Medium,SUPP044,44
COMP0041,Inductor-8573,COMP0011,38,2,PCB Assembly,Low,SUPP084,49
COMP0002,Resistor-5506,COMP0455,126,2,Raw Part,Medium,SUPP035,5
COMP0204,Crystal-5088,COMP0256,159,2,Sub-assembly,Low,SUPP009,4
COMP0445,LED-8438,COMP0208,107,4,Sub-assembly,Medium,SUPP084,48
COMP0010,MOSFET-1434,COMP0183,44,4,Raw Part,Medium,SUPP058,17
COMP0142,Transistor-7930,COMP0027,59,2,Module,Medium,SUPP062,35
COMP0466,Crystal-5415,COMP0150,189,4,Raw Part,Low,SUPP025,13
COMP0007,Resistor-1488,COMP0191,130,3,Cable Assembly,High,SUPP031,45
COMP0285,Connector-9270,COMP0274,182,2,Raw Part,Medium,SUPP012,17
COMP0172,Microcontroller-2127,COMP0305,40,3,Sub-assembly,Medium,SUPP010,18
COMP0380,Sensor-1166,COMP0176,129,3,PCB Assembly,Medium,SUPP059,1
COMP0049,MOSFET-6155,COMP0370,28,3,Raw Part,Medium,SUPP062,43
COMP0068,Crystal-2876,ROOT,34,1,Raw Part,Medium,SUPP006,8
COMP0435,Diode-4457,COMP0282,186,3,PCB Assembly,High,SUPP030,46
COMP0077,Crystal-5889,COMP0231,1,4,PCB Assembly,Medium,SUPP026,49
COMP0245,Crystal-7691,COMP0259,42,3,Raw Part,High,SUPP069,41
COMP0466,Crystal-5415,COMP0166,32,3,Sub-assembly,Low,SUPP078,42
COMP0228,Inductor-5349,COMP0308,43,2,Cable Assembly,Low,SUPP060,22
COMP0426,MOSFET-5978,COMP0155,179,4,Module,Low,SUPP040,12
COMP0154,MOSFET-2113,COMP0240,61,3,Raw Part,High,SUPP017,23
COMP0308,MOSFET-7232,ROOT,140,1,Sub-assembly,High,SUPP039,42
COMP0295,Diode-5451,COMP0496,121,4,PCB Assembly,Medium,SUPP083,28
COMP0363,LED-3506,COMP0246,44,4,Module,Medium,SUPP025,41
COMP0157,MOSFET-5033,COMP0453,88,2,Module,Medium,SUPP060,34
COMP0254,Resistor-5978,COMP0499,97,2,Raw Part,High,SUPP052,49
COMP0365,LED-9548,COMP0115,133,4,Module,Medium,SUPP021,40
COMP0469,Sensor-8245,COMP0391,58,3,Sub-assembly,Medium,SUPP003,42
COMP0152,Sensor-2312,COMP0242,149,2,Module,Low,SUPP081,2
COMP0370,Microcontroller-5022,ROOT,74,1,Sub-assembly,High,SUPP090,23
COMP0248,Sensor-3085,COMP0213,33,2,Sub-assembly,High,SUPP049,45
COMP0399,Microcontroller-2958,COMP0427,36,4,Sub-assembly,Medium,SUPP020,3
COMP0114,Inductor-8744,COMP0307,60,3,Sub-assembly,Low,SUPP092,18
COMP0473,Capacitor-8700,COMP0499,16,4,Module,Medium,SUPP019,30
COMP0124,LED-6559,COMP0364,30,2,PCB Assembly,High,SUPP024,26
COMP0160,IC-9565,COMP0133,126,4,Cable Assembly,Medium,SUPP074,51
COMP0007,Resistor-1488,COMP0325,17,4,Raw Part,High,SUPP079,52
COMP0115,Diode-8749,COMP0169,157,2,Raw Part,Low,SUPP058,52
COMP0157,MOSFET-5033,COMP0295,138,2,Raw Part,Low,SUPP098,42
COMP0391,Transistor-7046,COMP0214,176,2,Raw Part,Medium,SUPP062,52
COMP0479,Transistor-7561,COMP0181,64,2,Module,High,SUPP022,11
COMP0221,IC-6378,COMP0084,190,4,Raw Part,Low,SUPP031,26
COMP0167,Capacitor-1152,ROOT,185,1,Sub-assembly,Medium,SUPP003,37
COMP0020,Capacitor-7224,COMP0326,15,3,Raw Part,Low,SUPP053,5
COMP0443,Diode-5720,COMP0160,78,4,Sub-assembly,Medium,SUPP032,48
COMP0362,Crystal-8532,COMP0134,169,2,Module,Low,SUPP037,12
COMP0329,Connector-6355,COMP0206,159,2,Raw Part,High,SUPP091,48
COMP0032,Diode-2654,COMP0227,94,3,PCB Assembly,Medium,SUPP074,15
COMP0319,LED-3704,COMP0490,60,2,PCB Assembly,Medium,SUPP003,18
COMP0164,IC-3144,COMP0379,200,4,PCB Assembly,Low,SUPP089,23
COMP0090,Capacitor-9727,COMP0286,178,3,Sub-assembly,Medium,SUPP032,52
COMP0423,IC-9056,COMP0457,57,3,Sub-assembly,Low,SUPP030,18
COMP0175,Connector-9900,COMP0460,174,2,Sub-assembly,High,SUPP030,28
COMP0159,MOSFET-2343,COMP0092,40,2,Sub-assembly,Medium,SUPP033,2
COMP0325,Inductor-8564,COMP0192,49,3,PCB Assembly,Medium,SUPP008,16
COMP0118,Crystal-8062,COMP0166,19,3,Raw Part,High,SUPP017,21
COMP0050,Diode-9179,COMP0250,182,4,Sub-assembly,Low,SUPP042,35
COMP0440,IC-8381,COMP0412,151,3,Cable Assembly,Medium,SUPP090,4
COMP0140,Resistor-7396,COMP0459,166,2,PCB Assembly,Medium,SUPP044,26
COMP0157,MOSFET-5033,ROOT,152,1,Raw Part,Medium,SUPP048,6
COMP0068,Crystal-2876,COMP0262,10,2,Module,Low,SUPP010,38
COMP0047,IC-5386,COMP0422,188,4,Cable Assembly,Medium,SUPP003,23
COMP0367,MOSFET-9817,COMP0374,177,3,Raw Part,Low,SUPP098,5
COMP0316,Connector-1475,COMP0241,29,3,Raw Part,Medium,SUPP097,21
COMP0184,MOSFET-4450,COMP0063,101,3,Raw Part,Medium,SUPP066,41
COMP0333,Connector-1317,COMP0143,105,2,Sub-assembly,Low,SUPP056,8
COMP0382,Capacitor-4954,COMP0433,20,3,PCB Assembly,Low,SUPP085,24
COMP0457,LED-7594,COMP0222,61,4,Raw Part,High,SUPP100,1
COMP0235,Transistor-1727,COMP0038,81,3,Sub-assembly,High,SUPP041,39
COMP0288,LED-8777,COMP0257,92,3,PCB Assembly,Medium,SUPP058,30
COMP0450,Crystal-3441,ROOT,49,1,PCB Assembly,Medium,SUPP055,2
COMP0468,Inductor-8708,COMP0022,191,4,PCB Assembly,High,SUPP006,6
COMP0470,Transistor-3973,COMP0387,107,2,PCB Assembly,Low,SUPP094,14
COMP0308,MOSFET-7232,COMP0426,132,2,Raw Part,Medium,SUPP069,39
COMP0107,LED-1964,ROOT,101,1,PCB Assembly,Medium,SUPP032,36
COMP0268,Resistor-5011,COMP0496,131,2,Raw Part,Medium,SUPP046,6
COMP0271,Crystal-4185,COMP0181,108,4,Module,High,SUPP045,41
COMP0019,Microcontroller-2674,COMP0196,86,3,Cable Assembly,Low,SUPP069,49
COMP0083,MOSFET-6310,COMP0091,135,3,Sub-assembly,Medium,SUPP020,46
COMP0250,Crystal-7211,COMP0001,186,2,Raw Part,Medium,SUPP087,43
COMP0484,IC-9431,COMP0230,40,4,Raw Part,Medium,SUPP046,27
COMP0145,Transistor-4566,ROOT,133,1,Sub-assembly,Low,SUPP100,2
COMP0492,Transistor-9998,COMP0026,197,3,Raw Part,Medium,SUPP067,49
