Risk ID,Supplier ID,Risk Type (Shortage / Delay / Shutdown),Severity Level (High/Medium/Low),Probability of Occurrence,Date of Risk Event,Affected Component ID,Expected Recovery Time
RISK04213,SUPP086,Shutdown,Medium,0.32,2025-03-02,COMP0462,53 days
RISK04214,SUPP044,Delay,High,0.47,2025-02-22,COMP0093,66 days
RISK04215,SUPP048,Shortage,High,0.28,2021-03-01,COMP0071,76 days
RISK04216,SUPP019,Shortage,Low,0.5,2024-01-01,COMP0074,174 days
RISK04217,SUPP027,Shortage,Low,0.46,2022-08-01,COMP0446,65 days
RISK04218,SUPP047,Shortage,Medium,0.2,2021-03-25,COMP0131,101 days
RISK04219,SUPP010,Delay,Medium,0.81,2020-01-21,COMP0428,164 days
RISK04220,SUPP034,Shortage,High,0.72,2025-09-05,COMP0414,4 days
RISK04221,SUPP039,Shortage,Medium,0.52,2025-08-07,COMP0138,88 days
RISK04222,SUPP057,Delay,Medium,0.77,2023-11-28,COMP0340,48 days
RISK04223,SUPP068,Shortage,High,0.31,2024-02-21,COMP0473,176 days
RISK04224,SUPP030,Delay,High,0.81,2021-05-31,COMP0276,2 days
RISK04225,SUPP015,Shortage,Medium,0.77,2021-02-08,COMP0417,122 days
RISK04226,SUPP060,Shortage,Medium,0.78,2024-01-25,COMP0182,30 days
RISK04227,SUPP005,Delay,Medium,0.06,2021-02-26,COMP0272,106 days
RISK04228,SUPP047,Shortage,Medium,0.25,2025-12-03,COMP0487,98 days
RISK04229,SUPP008,Delay,Medium,0.04,2025-10-30,COMP0358,31 days
RISK04230,SUPP057,Delay,High,0.85,2023-04-19,COMP0319,9 days
RISK04231,SUPP018,Shortage,Low,0.95,2025-04-19,COMP0100,76 days
RISK04232,SUPP036,Shortage,Medium,0.68,2024-10-25,COMP0443,153 days
RISK04233,SUPP033,Delay,Low,0.88,2024-10-14,COMP0198,31 days
RISK04234,SUPP008,Shortage,Low,0.83,2020-09-24,COMP0016,69 days
RISK04235,SUPP032,Delay,Medium,0.2,2021-11-25,COMP0285,31 days
RISK04236,SUPP042,Delay,Medium,0.13,2021-10-12,COMP0417,145 days
RISK04237,SUPP020,Shortage,Low,0.5,2024-08-26,COMP0152,40 days
RISK04238,SUPP024,Shortage,Medium,0.22,2020-07-02,COMP0215,33 days
RISK04239,SUPP078,Delay,Medium,0.9,2024-03-03,COMP0334,153 days
RISK04240,SUPP005,Delay,High,0.4,2022-12-29,COMP0414,171 days
RISK04241,SUPP091,Delay,Medium,0.08,2024-07-24,COMP0044,72 days
RISK04242,SUPP089,Shutdown,Medium,0.07,2021-10-26,COMP0425,19 days
RISK04243,SUPP011,Shutdown,Low,0.33,2024-01-28,COMP0336,134 days
RISK04244,SUPP022,Shortage,Low,0.64,2020-09-04,COMP0454,31 days
RISK04245,SUPP056,Shutdown,High,0.94,2025-06-15,COMP0225,60 days
RISK04246,SUPP084,Delay,Medium,0.5,2024-11-06,COMP0405,138 days
RISK04247,SUPP024,Shortage,Low,0.61,2024-07-03,COMP0049,66 days
RISK04248,SUPP052,Shortage,High,0.14,2024-12-18,COMP0353,97 days
RISK04249,SUPP055,Shortage,Medium,0.07,2021-01-14,COMP0198,150 days
RISK04250,SUPP031,Shutdown,Medium,0.06,2022-08-01,COMP0436,113 days
RISK04251,SUPP016,Delay,Low,0.2,2024-06-06,COMP0095,114 days
RISK04252,SUPP006,Shortage,Low,0.15,2023-07-25,COMP0053,72 days
RISK04253,SUPP043,Delay,Medium,0.08,2022-08-29,COMP0307,66 days
RISK04254,SUPP090,Shortage,Low,0.03,2024-03-11,COMP0209,74 days
RISK04255,SUPP097,Shutdown,Medium,0.53,2023-04-20,COMP0310,73 days
RISK04256,SUPP041,Shutdown,Medium,0.19,2025-08-20,COMP0472,106 days
RISK04257,SUPP053,Shortage,High,0.64,2023-04-20,COMP0378,158 days
RISK04258,SUPP025,Shortage,Low,0.16,2020-02-08,COMP0290,29 days
RISK04259,SUPP047,Delay,Medium,0.45,2024-11-03,COMP0403,104 days
RISK04260,SUPP018,Shutdown,High,0.48,2023-07-21,COMP0036,91 days
RISK04261,SUPP039,Shortage,High,0.69,2025-05-31,COMP0016,172 days
RISK04262,SUPP079,Shortage,Medium,0.11,2021-07-16,COMP0029,96 days
RISK04263,SUPP013,Shortage,High,0.85,2025-11-06,COMP0014,21 days
RISK04264,SUPP022,Shortage,High,0.83,2024-05-27,COMP0308,124 days
RISK04265,SUPP050,Shutdown,Medium,0.82,2023-02-24,COMP0484,69 days
RISK04266,SUPP005,Delay,Medium,0.41,2023-06-01,COMP0446,138 days
RISK04267,SUPP095,Delay,Medium,0.8,2020-10-02,COMP0435,10 days
RISK04268,SUPP031,Shortage,Low,0.76,2024-04-01,COMP0140,161 days
RISK04269,SUPP090,Shortage,High,0.38,2023-01-01,COMP0327,26 days
RISK04270,SUPP040,Delay,Medium,0.19,2020-03-10,COMP0303,92 days
RISK04271,SUPP012,Shortage,High,0.11,2024-01-16,COMP0175,46 days
RISK04272,SUPP052,Delay,Medium,0.84,2022-08-10,COMP0040,116 days
RISK04273,SUPP087,Delay,Medium,0.89,2022-09-07,COMP0167,3 days
RISK04274,SUPP026,Shortage,Low,0.39,2020-12-24,COMP0109,133 days
RISK04275,SUPP067,Shutdown,Medium,0.75,2023-09-04,COMP0011,62 days
RISK04276,SUPP080,Delay,Low,0.71,2024-07-10,COMP0246,96 days
RISK04277,SUPP052,Delay,Medium,0.9,2021-09-22,COMP0399,175 days
RISK04278,SUPP030,Delay,Low,0.5,2022-11-29,COMP0194,166 days
RISK04279,SUPP069,Delay,Low,0.73,2023-12-01,COMP0440,166 days
RISK04280,SUPP069,Shortage,Low,0.38,2024-01-16,COMP0367,134 days
RISK04281,SUPP095,Delay,Low,0.78,2021-01-29,COMP0347,40 days
RISK04282,SUPP051,Delay,Low,0.34,2025-12-27,COMP0355,130 days
RISK04283,SUPP064,Delay,Medium,0.48,2022-01-27,COMP0061,86 days
RISK04284,SUPP097,Delay,Low,0.72,2024-05-22,COMP0028,116 days
RISK04285,SUPP096,Shutdown,Low,0.73,2025-08-14,COMP0159,111 days
RISK04286,SUPP016,Delay,Low,0.9,2021-03-11,COMP0069,80 days
RISK04287,SUPP078,Delay,High,0.94,2023-11-18,COMP0441,109 days
RISK04288,SUPP081,Delay,Medium,0.25,2021-12-08,COMP0289,67 days
RISK04289,SUPP008,Shortage,Low,0.91,2024-07-12,COMP0246,16 days
RISK04290,SUPP036,Delay,Medium,0.73,2021-10-03,COMP0203,170 days
RISK04291,SUPP087,Shutdown,Low,0.52,2024-12-14,COMP0421,142 days
RISK04292,SUPP046,Shortage,High,0.58,2021-02-15,COMP0361,121 days
RISK04293,SUPP076,Shutdown,Medium,0.55,2025-12-03,COMP0286,68 days
RISK04294,SUPP024,Shortage,Medium,0.42,2023-12-13,COMP0076,114 days
RISK04295,SUPP062,Delay,Low,0.79,2025-05-24,COMP0441,39 days
RISK04296,SUPP031,Delay,Medium,0.85,2025-11-23,COMP0449,75 days
RISK04297,SUPP015,Delay,High,0.35,2020-11-16,COMP0455,148 days
RISK04298,SUPP076,Delay,Medium,0.68,2021-12-31,COMP0012,18 days
RISK04299,SUPP033,Shortage,Medium,0.47,2023-10-13,COMP0119,144 days
RISK04300,SUPP058,Delay,Low,0.4,2025-09-09,COMP0136,130 days
RISK04301,SUPP091,Delay,Medium,0.65,2024-04-28,COMP0123,137 days
RISK04302,SUPP011,Shortage,Medium,0.56,2021-02-12,COMP0382,94 days
RISK04303,SUPP058,Shutdown,Low,0.71,2022-02-17,COMP0296,18 days
RISK04304,SUPP036,Delay,Medium,0.7,2024-10-25,COMP0145,134 days
RISK04305,SUPP015,Delay,High,0.79,2021-12-19,COMP0037,68 days
RISK04306,SUPP075,Shortage,High,0.03,2025-03-09,COMP0303,151 days
RISK04307,SUPP014,Shortage,Medium,0.73,2023-11-06,COMP0301,102 days
RISK04308,SUPP067,Shortage,High,0.39,2022-09-01,COMP0214,178 days
RISK04309,SUPP007,Shortage,Medium,0.32,2022-08-12,COMP0271,80 days
RISK04310,SUPP062,Shortage,Medium,0.34,2025-11-21,COMP0490,9 days
RISK04311,SUPP012,Delay,High,0.61,2020-09-20,COMP0027,8 days
RISK04312,SUPP012,Delay,Medium,0.67,2020-03-24,COMP0439,67 days
RISK04313,SUPP004,Delay,High,0.12,2024-05-09,COMP0386,130 days
RISK04314,SUPP037,Shutdown,Medium,0.31,2022-05-25,COMP0352,1 days
RISK04315,SUPP058,Shortage,Medium,0.82,2020-11-23,COMP0216,73 days
RISK04316,SUPP024,Shortage,Low,0.85,2022-05-15,COMP0330,150 days
RISK04317,SUPP075,Shortage,Medium,0.42,2020-10-22,COMP0071,49 days
RISK04318,SUPP068,Delay,Low,0.49,2024-11-13,COMP0397,88 days
RISK04319,SUPP061,Delay,Medium,0.04,2025-09-11,COMP0098,48 days
RISK04320,SUPP096,Delay,High,0.43,2022-02-07,COMP0017,149 days
RISK04321,SUPP060,Shortage,Low,0.67,2025-05-11,COMP0152,10 days
RISK04322,SUPP059,Shortage,High,0.39,2024-12-03,COMP0433,18 days
RISK04323,SUPP015,Delay,High,0.2,2022-08-31,COMP0382,158 days
RISK04324,SUPP017,Delay,High,0.77,2024-09-11,COMP0268,144 days
RISK04325,SUPP076,Delay,Medium,0.5,2020-02-05,COMP0184,60 days
RISK04326,SUPP028,Delay,Medium,0.27,2022-12-08,COMP0138,100 days
RISK04327,SUPP045,Shortage,High,0.87,2020-07-26,COMP0170,166 days
RISK04328,SUPP077,Delay,High,0.55,2024-11-09,COMP0115,127 days
RISK04329,SUPP007,Shortage,High,0.85,2025-03-11,COMP0148,90 days
RISK04330,SUPP084,Delay,Medium,0.75,2024-02-29,COMP0293,137 days
RISK04331,SUPP045,Shutdown,Medium,0.22,2023-08-04,COMP0030,56 days
RISK04332,SUPP022,Shortage,Medium,0.63,2020-11-13,COMP0108,61 days
RISK04333,SUPP030,Shortage,Low,0.26,2021-07-11,COMP0080,12 days
RISK04334,SUPP042,Delay,Medium,0.27,2021-05-29,COMP0120,6 days
RISK04335,SUPP029,Delay,Low,0.29,2021-12-14,COMP0258,13 days
RISK04336,SUPP076,Delay,High,0.73,2023-08-15,COMP0176,113 days
RISK04337,SUPP057,Delay,High,0.31,2020-08-15,COMP0097,48 days
RISK04338,SUPP067,Delay,High,0.39,2020-12-16,COMP0081,97 days
RISK04339,SUPP039,Shortage,Low,0.63,2020-09-20,COMP0087,88 days
RISK04340,SUPP093,Shortage,Medium,0.11,2020-08-02,COMP0285,140 days
RISK04341,SUPP053,Shortage,Low,0.06,2021-06-22,COMP0190,10 days
RISK04342,SUPP090,Delay,Low,0.92,2022-08-14,COMP0095,176 days
RISK04343,SUPP033,Delay,Medium,0.31,2022-01-20,COMP0185,123 days
RISK04344,SUPP083,Shortage,Low,0.64,2024-03-22,COMP0088,121 days
RISK04345,SUPP054,Shortage,Medium,0.95,2023-03-29,COMP0130,115 days
RISK04346,SUPP080,Delay,High,0.43,2022-04-16,COMP0414,73 days
RISK04347,SUPP043,Delay,Medium,0.62,2025-05-24,COMP0414,155 days
RISK04348,SUPP099,Shortage,Low,0.5,2024-12-17,COMP0428,166 days
RISK04349,SUPP025,Shortage,Low,0.35,2023-03-23,COMP0493,41 days
RISK04350,SUPP087,Shortage,High,0.48,2025-09-02,COMP0412,116 days
RISK04351,SUPP071,Shortage,Low,0.64,2022-08-14,COMP0310,38 days
RISK04352,SUPP054,Delay,Medium,0.64,2021-11-25,COMP0344,19 days
RISK04353,SUPP019,Delay,High,0.78,2020-08-29,COMP0457,42 days
RISK04354,SUPP084,Shutdown,Medium,0.73,2024-08-14,COMP0134,171 days
RISK04355,SUPP032,Shortage,Low,0.3,2025-05-27,COMP0226,109 days
RISK04356,SUPP077,Shortage,Low,0.16,2022-05-03,COMP0413,74 days
RISK04357,SUPP068,Delay,Medium,0.79,2025-02-18,COMP0012,111 days
RISK04358,SUPP047,Shortage,Medium,0.28,2020-02-16,COMP0274,176 days
RISK04359,SUPP096,Delay,Medium,0.8,2024-05-03,COMP0431,79 days
RISK04360,SUPP085,Shutdown,Medium,0.57,2024-07-09,COMP0344,130 days
RISK04361,SUPP008,Delay,Low,0.17,2025-11-28,COMP0202,112 days
RISK04362,SUPP062,Delay,High,0.72,2020-06-03,COMP0065,88 days
RISK04363,SUPP072,Shortage,Medium,0.18,2021-01-12,COMP0270,80 days
RISK04364,SUPP021,Shortage,Medium,0.04,2020-03-16,COMP0304,99 days
RISK04365,SUPP086,Shortage,Medium,0.45,2024-03-26,COMP0302,56 days
RISK04366,SUPP095,Shortage,Medium,0.8,2025-10-09,COMP0121,30 days
RISK04367,SUPP079,Shortage,Medium,0.92,2024-06-08,COMP0204,117 days
RISK04368,SUPP066,Delay,Low,0.71,2021-05-14,COMP0246,130 days
RISK04369,SUPP085,Shortage,Medium,0.27,2020-01-13,COMP0211,77 days
RISK04370,SUPP060,Shortage,Medium,0.51,2022-08-24,COMP0216,96 days
RISK04371,SUPP097,Delay,Medium,0.11,2025-10-15,COMP0400,22 days
RISK04372,SUPP018,Delay,Medium,0.61,2020-09-13,COMP0449,58 days
RISK04373,SUPP083,Shutdown,Low,0.2,2024-03-31,COMP0298,167 days
RISK04374,SUPP032,Delay,Medium,0.52,2025-01-09,COMP0095,33 days
RISK04375,SUPP060,Shutdown,Low,0.14,2020-03-03,COMP0443,26 days
RISK04376,SUPP001,Shortage,Medium,0.57,2023-01-18,COMP0179,122 days
RISK04377,SUPP062,Delay,High,0.06,2024-06-24,COMP0287,49 days
RISK04378,SUPP025,Delay,Medium,0.72,2024-02-10,COMP0314,132 days
RISK04379,SUPP060,Delay,High,0.82,2020-05-28,COMP0299,16 days
RISK04380,SUPP012,Shortage,Low,0.82,2023-05-23,COMP0410,52 days
RISK04381,SUPP058,Shutdown,High,0.09,2021-01-06,COMP0344,175 days
RISK04382,SUPP011,Shutdown,Medium,0.2,2022-03-23,COMP0104,78 days
RISK04383,SUPP064,Delay,Medium,0.21,2023-11-28,COMP0455,16 days
RISK04384,SUPP050,Delay,Medium,0.1,2020-04-26,COMP0043,18 days
RISK04385,SUPP042,Delay,Low,0.12,2020-10-26,COMP0373,59 days
RISK04386,SUPP061,Delay,High,0.9,2020-08-10,COMP0409,82 days
RISK04387,SUPP034,Delay,Medium,0.03,2020-06-27,COMP0442,10 days
RISK04388,SUPP045,Shutdown,Medium,0.54,2021-12-21,COMP0399,132 days
RISK04389,SUPP009,Shortage,Medium,0.9,2020-01-18,COMP0122,66 days
RISK04390,SUPP053,Delay,High,0.62,2023-03-22,COMP0240,24 days
RISK04391,SUPP095,Shutdown,High,0.31,2023-03-16,COMP0184,175 days
RISK04392,SUPP045,Shutdown,High,0.35,2022-09-01,COMP0042,179 days
RISK04393,SUPP006,Shortage,Low,0.58,2022-12-15,COMP0361,12 days
RISK04394,SUPP037,Shortage,Low,0.86,2023-03-22,COMP0229,82 days
RISK04395,SUPP098,Shortage,Low,0.68,2023-07-22,COMP0057,133 days
RISK04396,SUPP012,Shortage,Medium,0.29,2024-02-22,COMP0317,76 days
RISK04397,SUPP037,Shutdown,Medium,0.79,2020-11-27,COMP0153,9 days
RISK04398,SUPP027,Shortage,High,0.76,2020-03-22,COMP0285,77 days
RISK04399,SUPP062,Delay,Low,0.03,2025-06-01,COMP0384,159 days
RISK04400,SUPP013,Delay,Medium,0.21,2024-01-15,COMP0398,21 days
RISK04401,SUPP011,Shortage,Medium,0.29,2023-04-28,COMP0425,21 days
RISK04402,SUPP085,Shortage,Medium,0.29,2020-04-29,COMP0198,62 days
RISK04403,SUPP031,Shortage,Medium,0.29,2023-03-10,COMP0126,16 days
RISK04404,SUPP081,Shortage,High,0.18,2022-02-27,COMP0050,96 days
RISK04405,SUPP032,Shortage,Medium,0.14,2020-03-22,COMP0004,80 days
RISK04406,SUPP084,Shortage,High,0.74,2020-01-29,COMP0265,52 days
RISK04407,SUPP098,Shutdown,High,0.48,2024-08-02,COMP0318,51 days
RISK04408,SUPP001,Shortage,High,0.42,2025-03-11,COMP0427,37 days
RISK04409,SUPP076,Delay,Low,0.18,2020-02-23,COMP0099,119 days
RISK04410,SUPP094,Shortage,Medium,0.2,2020-07-25,COMP0404,17 days
RISK04411,SUPP046,Delay,High,0.05,2024-12-10,COMP0031,158 days
RISK04412,SUPP081,Delay,Low,0.43,2023-07-20,COMP0215,69 days
RISK04413,SUPP036,Delay,Low,0.28,2024-05-24,COMP0332,121 days
RISK04414,SUPP058,Shutdown,High,0.03,2023-08-09,COMP0173,44 days
RISK04415,SUPP006,Shutdown,Medium,0.2,2020-11-24,COMP0134,56 days
RISK04416,SUPP060,Shortage,Medium,0.16,2021-04-26,COMP0470,124 days
RISK04417,SUPP093,Shutdown,Medium,0.9,2025-07-22,COMP0154,98 days
RISK04418,SUPP071,Shortage,Low,0.48,2021-05-15,COMP0366,118 days
RISK04419,SUPP050,Delay,High,0.86,2021-10-17,COMP0483,49 days
RISK04420,SUPP074,Shortage,High,0.58,2025-11-27,COMP0173,153 days
RISK04421,SUPP056,Shutdown,Medium,0.16,2024-12-11,COMP0103,151 days
RISK04422,SUPP031,Shortage,Medium,0.46,2024-09-27,COMP0300,128 days
RISK04423,SUPP065,Shortage,Medium,0.94,2021-02-18,COMP0234,57 days
RISK04424,SUPP095,Delay,Medium,0.59,2025-02-21,COMP0011,23 days
RISK04425,SUPP071,Delay,High,0.68,2022-05-15,COMP0201,63 days
RISK04426,SUPP061,Delay,Medium,0.72,2021-06-17,COMP0300,170 days
RISK04427,SUPP050,Delay,High,0.15,2021-05-01,COMP0473,2 days
RISK04428,SUPP058,Shortage,Medium,0.63,2025-06-11,COMP0322,41 days
RISK04429,SUPP063,Shortage,High,0.78,2020-10-08,COMP0289,78 days
RISK04430,SUPP038,Delay,High,0.19,2025-02-16,COMP0246,175 days
RISK04431,SUPP013,Delay,Low,0.93,2020-02-24,COMP0223,107 days
RISK04432,SUPP098,Shortage,Medium,0.71,2021-06-09,COMP0215,134 days
RISK04433,SUPP080,Shortage,Medium,0.07,2025-12-28,COMP0003,41 days
RISK04434,SUPP034,Delay,Medium,0.84,2025-03-17,COMP0407,41 days
RISK04435,SUPP006,Shutdown,Low,0.65,2021-08-24,COMP0430,166 days
RISK04436,SUPP098,Delay,Medium,0.44,2024-02-10,COMP0403,158 days
RISK04437,SUPP100,Shortage,High,0.78,2023-04-24,COMP0190,159 days
RISK04438,SUPP003,Delay,Medium,0.83,2021-06-05,COMP0340,97 days
RISK04439,SUPP037,Delay,Low,0.43,2020-12-19,COMP0026,9 days
RISK04440,SUPP064,Shortage,High,0.32,2024-06-10,COMP0119,24 days
RISK04441,SUPP077,Shortage,Low,0.18,2023-06-13,COMP0257,170 days
RISK04442,SUPP001,Delay,High,0.74,2024-12-01,COMP0211,101 days
RISK04443,SUPP001,Shortage,Medium,0.34,2023-10-24,COMP0336,169 days
RISK04444,SUPP071,Shutdown,Low,0.51,2022-04-26,COMP0312,23 days
RISK04445,SUPP038,Delay,Low,0.78,2024-02-11,COMP0089,155 days
RISK04446,SUPP087,Delay,High,0.88,2021-08-17,COMP0196,70 days
RISK04447,SUPP006,Shortage,Low,0.76,2020-10-22,COMP0437,26 days
RISK04448,SUPP015,Shutdown,High,0.77,2024-04-20,COMP0449,47 days
RISK04449,SUPP024,Delay,Low,0.91,2021-09-02,COMP0157,66 days
RISK04450,SUPP009,Delay,Medium,0.78,2023-09-01,COMP0464,40 days
RISK04451,SUPP051,Shutdown,Low,0.83,2022-01-28,COMP0488,110 days
RISK04452,SUPP003,Shortage,Medium,0.78,2023-05-14,COMP0342,47 days
RISK04453,SUPP098,Shortage,High,0.44,2024-04-03,COMP0116,56 days
RISK04454,SUPP068,Delay,Medium,0.03,2022-05-29,COMP0178,37 days
RISK04455,SUPP035,Delay,High,0.48,2024-03-31,COMP0107,161 days
RISK04456,SUPP032,Shortage,Low,0.27,2020-07-10,COMP0471,163 days
RISK04457,SUPP060,Shortage,Low,0.29,2025-08-13,COMP0221,103 days
RISK04458,SUPP080,Shortage,Medium,0.04,2025-07-08,COMP0071,3 days
RISK04459,SUPP075,Shortage,Medium,0.89,2024-05-22,COMP0449,11 days
RISK04460,SUPP056,Delay,Medium,0.72,2020-06-16,COMP0162,115 days
RISK04461,SUPP058,Delay,Medium,0.49,2024-04-21,COMP0046,147 days
RISK04462,SUPP070,Shortage,Low,0.06,2024-12-22,COMP0204,119 days
RISK04463,SUPP004,Shortage,Low,0.74,2021-04-12,COMP0115,57 days
RISK04464,SUPP050,Shortage,High,0.47,2025-03-20,COMP0092,25 days
RISK04465,SUPP006,Shutdown,Low,0.58,2021-04-30,COMP0050,110 days
RISK04466,SUPP072,Shortage,Medium,0.83,2022-09-18,COMP0329,59 days
RISK04467,SUPP068,Shortage,Medium,0.9,2020-08-01,COMP0253,108 days
RISK04468,SUPP011,Shortage,High,0.38,2025-10-21,COMP0175,155 days
RISK04469,SUPP020,Shortage,Medium,0.48,2023-03-30,COMP0464,101 days
RISK04470,SUPP040,Delay,Medium,0.51,2021-06-11,COMP0464,138 days
RISK04471,SUPP036,Shortage,High,0.02,2020-10-24,COMP0004,75 days
RISK04472,SUPP029,Shutdown,High,0.41,2024-03-13,COMP0306,36 days
RISK04473,SUPP070,Shortage,Medium,0.41,2022-10-23,COMP0321,111 days
RISK04474,SUPP088,Shortage,Low,0.29,2023-07-04,COMP0023,68 days
RISK04475,SUPP018,Shortage,Medium,0.65,2025-03-29,COMP0158,4 days
RISK04476,SUPP091,Delay,Medium,0.44,2024-06-14,COMP0418,55 days
RISK04477,SUPP084,Delay,High,0.14,2020-06-14,COMP0254,77 days
RISK04478,SUPP005,Delay,Medium,0.62,2020-01-28,COMP0174,70 days
RISK04479,SUPP033,Shutdown,Medium,0.54,2021-01-19,COMP0423,79 days
RISK04480,SUPP060,Delay,Medium,0.38,2022-01-31,COMP0314,22 days
RISK04481,SUPP028,Shortage,Medium,0.81,2023-11-13,COMP0311,145 days
RISK04482,SUPP028,Delay,Low,0.94,2025-02-16,COMP0169,122 days
RISK04483,SUPP080,Delay,Medium,0.48,2020-10-06,COMP0402,141 days
RISK04484,SUPP094,Shortage,Medium,0.83,2020-05-21,COMP0051,67 days
RISK04485,SUPP035,Shutdown,Medium,0.43,2021-11-16,COMP0087,171 days
RISK04486,SUPP066,Shutdown,Medium,0.16,2025-06-13,COMP0158,153 days
RISK04487,SUPP091,Delay,High,0.41,2023-01-20,COMP0462,4 days
RISK04488,SUPP034,Delay,Low,0.42,2023-11-15,COMP0201,103 days
RISK04489,SUPP047,Shortage,Low,0.2,2023-09-22,COMP0319,169 days
RISK04490,SUPP088,Shortage,Medium,0.79,2023-09-05,COMP0113,134 days
RISK04491,SUPP091,Delay,Low,0.31,2022-02-07,COMP0197,172 days
RISK04492,SUPP062,Delay,High,0.69,2023-10-24,COMP0167,174 days
RISK04493,SUPP060,Delay,Medium,0.71,2024-01-06,COMP0169,47 days
RISK04494,SUPP002,Shortage,Low,0.62,2023-03-25,COMP0179,34 days
RISK04495,SUPP015,Shortage,Medium,0.75,2021-03-06,COMP0337,62 days
RISK04496,SUPP064,Shutdown,Low,0.03,2025-01-15,COMP0154,44 days
RISK04497,SUPP086,Shutdown,High,0.39,2020-10-24,COMP0360,118 days
RISK04498,SUPP038,Delay,Medium,0.45,2025-07-16,COMP0149,134 days
RISK04499,SUPP021,Shutdown,Low,0.58,2025-06-27,COMP0409,127 days
RISK04500,SUPP049,Shutdown,Low,0.59,2021-10-13,COMP0317,57 days
RISK04501,SUPP074,Delay,Low,0.31,2025-08-19,COMP0187,154 days
RISK04502,SUPP008,Shutdown,Low,0.84,2025-10-17,COMP0398,8 days
RISK04503,SUPP086,Shortage,Medium,0.89,2025-12-11,COMP0078,65 days
RISK04504,SUPP054,Delay,Low,0.38,2021-02-17,COMP0078,75 days
RISK04505,SUPP001,Delay,Medium,0.06,2022-03-13,COMP0056,35 days
RISK04506,SUPP097,Shortage,Low,0.49,2021-08-18,COMP0492,41 days
RISK04507,SUPP003,Delay,Medium,0.59,2022-05-17,COMP0091,58 days
RISK04508,SUPP045,Delay,Medium,0.34,2022-12-27,COMP0082,121 days
RISK04509,SUPP077,Shutdown,High,0.75,2021-07-01,COMP0170,56 days
RISK04510,SUPP045,Shutdown,Medium,0.89,2020-08-05,COMP0304,26 days
RISK04511,SUPP043,Delay,Medium,0.66,2023-02-20,COMP0033,112 days
RISK04512,SUPP066,Shortage,Low,0.39,2023-12-22,COMP0161,114 days
RISK04513,SUPP022,Shortage,High,0.47,2023-10-26,COMP0275,166 days
RISK04514,SUPP010,Delay,High,0.55,2023-01-27,COMP0258,41 days
RISK04515,SUPP003,Shortage,Medium,0.21,2020-12-14,COMP0080,26 days
RISK04516,SUPP005,Shutdown,Low,0.89,2022-10-30,COMP0325,47 days
RISK04517,SUPP017,Shortage,Medium,0.94,2022-12-09,COMP0226,7 days
RISK04518,SUPP044,Delay,Medium,0.05,2025-09-02,COMP0223,45 days
RISK04519,SUPP034,Shortage,Medium,0.05,2022-01-13,COMP0499,107 days
RISK04520,SUPP049,Shortage,Low,0.58,2022-06-19,COMP0041,137 days
RISK04521,SUPP093,Shortage,Low,0.74,2022-12-26,COMP0464,80 days
RISK04522,SUPP053,Delay,Medium,0.49,2021-08-13,COMP0281,122 days
RISK04523,SUPP024,Delay,High,0.5,2025-12-26,COMP0045,67 days
RISK04524,SUPP099,Shutdown,High,0.89,2021-12-03,COMP0462,99 days
RISK04525,SUPP075,Shortage,Medium,0.04,2024-08-10,COMP0351,63 days
RISK04526,SUPP091,Shortage,Medium,0.51,2025-10-03,COMP0184,37 days
RISK04527,SUPP076,Shortage,Medium,0.83,2025-01-07,COMP0417,102 days
RISK04528,SUPP063,Delay,Medium,0.21,2023-06-13,COMP0181,158 days
RISK04529,SUPP076,Delay,High,0.17,2021-12-15,COMP0129,119 days
RISK04530,SUPP095,Delay,Low,0.4,2022-12-05,COMP0098,24 days
RISK04531,SUPP044,Shortage,High,0.81,2021-06-21,COMP0086,77 days
RISK04532,SUPP066,Delay,Low,0.4,2024-01-13,COMP0243,34 days
RISK04533,SUPP094,Delay,Medium,0.29,2023-06-28,COMP0147,76 days
RISK04534,SUPP038,Delay,Medium,0.91,2022-12-09,COMP0246,121 days
RISK04535,SUPP016,Delay,High,0.03,2021-11-29,COMP0249,82 days
RISK04536,SUPP026,Shortage,Medium,0.07,2025-04-01,COMP0024,130 days
RISK04537,SUPP056,Delay,Medium,0.55,2025-08-25,COMP0415,24 days
RISK04538,SUPP029,Shortage,Medium,0.01,2025-12-24,COMP0267,162 days
RISK04539,SUPP068,Delay,High,0.49,2020-11-11,COMP0165,83 days
RISK04540,SUPP033,Shortage,Low,0.79,2021-06-15,COMP0246,89 days
RISK04541,SUPP012,Delay,High,0.65,2023-07-05,COMP0328,24 days
RISK04542,SUPP077,Shortage,High,0.87,2024-12-09,COMP0417,15 days
RISK04543,SUPP088,Delay,Low,0.04,2020-07-08,COMP0500,145 days
RISK04544,SUPP012,Delay,Low,0.83,2022-03-13,COMP0220,6 days
RISK04545,SUPP053,Shortage,Low,0.15,2022-12-05,COMP0228,123 days
RISK04546,SUPP086,Delay,Low,0.34,2025-10-05,COMP0162,26 days
RISK04547,SUPP089,Shortage,Medium,0.03,2022-12-23,COMP0274,93 days
RISK04548,SUPP096,Delay,Medium,0.57,2024-06-07,COMP0389,103 days
RISK04549,SUPP037,Delay,Medium,0.81,2020-07-25,COMP0302,109 days
RISK04550,SUPP005,Shutdown,Medium,0.75,2022-04-20,COMP0159,133 days
RISK04551,SUPP032,Shortage,Medium,0.16,2020-07-23,COMP0213,89 days
