Component ID,Component Name,Function Type,Voltage Rating (V),Current Rating (A),Power Rating (W),Resistance / Capacitance / Inductance,Frequency Range,Signal Type,Tolerance (%),Accuracy (%),Efficiency (%),Operating Speed,Operating Temperature Range,Storage Temperature,Thermal Resistance (°C/W),Package Type,Dimensions (L x W x H mm),Weight (g),Mounting Type,Material Type,Conductivity (S/m),Durability,RoHS Compliance,ISO Certification,Industry Standards
COMP0271,Crystal-4185,Frequency Reference / Timing,370.1,34.256,386.06,N/A,1 Hz – 1000 MHz,RF,0.5,98.22,81.8,48 MHz,0°C to 150°C,-65°C to 150°C,130.5,BGA-256,46.29 x 9.68 x 19.91 mm,5.3306,THT,Electrolytic Aluminum,8858843 S/m,High,Yes,ISO 45001:2018,IPC-7711
COMP0415,Crystal-9042,Frequency Reference / Timing,537.5,22.433,262.443,N/A,100 Hz – 1000 MHz,RF,10.0,92.65,74.4,120 MHz,-55°C to 150°C,-65°C to 150°C,148.2,QFN-16,44.0 x 6.08 x 13.29 mm,64.2028,SMT,GaN,8944613 S/m,Medium,No,None,AEC-Q100
COMP0103,Capacitor-6539,Energy Storage / Filtering,417.9,27.287,207.414,1645.5 µF,1 Hz – 100 MHz,Power,10.0,99.7,76.1,120 MHz,-55°C to 105°C,-65°C to 85°C,14.8,SMD 0603,36.65 x 17.42 x 15.38 mm,83.5691,SMT,Silicon,3588631 S/m,Low,Yes,ISO 9001:2015,AEC-Q200
COMP0493,Inductor-5719,Energy Storage / EMI Filtering,75.0,45.377,248.704,928.9 µH,1000 Hz – 1000 MHz,Mixed-Signal,1.0,97.22,84.8,1 MHz,0°C to 150°C,-55°C to 150°C,60.7,QFN-48,37.33 x 28.03 x 3.57 mm,61.4113,THT,Film,6101971 S/m,Low,Yes,None,AEC-Q200
COMP0127,Sensor-8350,Signal Acquisition / Measurement,534.6,46.058,334.8,N/A,1000 Hz – 1000 MHz,Analog,0.5,90.92,86.3,8 MHz,-55°C to 150°C,-55°C to 150°C,76.5,QFP-32,18.29 x 16.25 x 15.62 mm,83.1601,SMT,Metal Oxide,5114533 S/m,Low,Yes,ISO 14001:2015,MIL-STD-810
COMP0478,IC-9117,Signal Processing / Logic,315.4,40.176,363.267,N/A,1 Hz – 100 MHz,Mixed-Signal,2.0,94.91,84.2,32 MHz,-40°C to 85°C,-65°C to 85°C,111.1,SOIC-8,22.77 x 20.34 x 12.56 mm,31.1044,SMT,FR4 Laminate,9427682 S/m,Medium,Yes,None,JEDEC JESD22
COMP0498,Transistor-1224,Switching / Amplification,157.4,14.63,273.504,N/A,100 Hz – 10 MHz,Mixed-Signal,1.0,99.35,70.7,1000 MHz,-25°C to 125°C,-40°C to 85°C,113.7,QFN-16,26.06 x 0.9 x 16.09 mm,77.2946,SMT,Carbon Composition,1546160 S/m,High,Yes,IATF 16949,MIL-STD-810
COMP0022,Microcontroller-5333,Processing / Control,411.8,21.402,496.308,N/A,1000 Hz – 1 MHz,Analog,0.5,93.4,71.5,16 MHz,-25°C to 70°C,-40°C to 125°C,51.6,SMD 1210,46.29 x 5.64 x 18.1 mm,60.8003,THT,Film,6966883 S/m,High,Yes,None,IEC 61000-4
COMP0406,Capacitor-4180,Energy Storage / Filtering,442.4,1.328,204.001,4339.9 µF,10 Hz – 100 MHz,Mixed-Signal,1.0,94.03,95.4,200 MHz,0°C to 125°C,-40°C to 105°C,23.2,QFP-64,32.92 x 10.97 x 15.28 mm,25.5416,Press-fit,SiC,8084678 S/m,Medium,Yes,ISO 45001:2018,JEDEC JESD22
COMP0392,Connector-9698,Signal / Power Interconnect,10.3,45.656,366.457,N/A,10 Hz – 10 MHz,Mixed-Signal,1.0,91.91,89.7,400 MHz,-55°C to 125°C,-55°C to 105°C,117.3,BGA-256,48.56 x 14.83 x 3.69 mm,49.4222,SMT,FR4 Laminate,4256349 S/m,Medium,Yes,IATF 16949,JEDEC JESD22
COMP0069,Crystal-9797,Frequency Reference / Timing,2.0,24.392,43.162,N/A,10 Hz – 10 MHz,Power,2.0,96.5,74.3,32 MHz,0°C to 175°C,-40°C to 125°C,106.3,SOIC-16,11.21 x 1.36 x 16.37 mm,43.4404,SMT,Film,4935624 S/m,Medium,No,ISO 14001:2015,UL 94V-0
COMP0298,Inductor-3471,Energy Storage / EMI Filtering,95.7,35.111,253.897,875.1 µH,1 Hz – 100 MHz,Power,1.0,95.56,88.8,8 MHz,0°C to 105°C,-55°C to 125°C,38.9,SMD 0402,21.86 x 20.86 x 3.14 mm,14.1895,THT,Silicon,2410508 S/m,Low,Yes,ISO 45001:2018,JEDEC JESD22
COMP0069,Crystal-9797,Frequency Reference / Timing,20.9,12.918,150.487,N/A,100 Hz – 1 MHz,Mixed-Signal,2.0,93.15,92.4,72 MHz,-40°C to 70°C,-55°C to 85°C,29.8,DIP-28,3.49 x 25.65 x 18.29 mm,13.1578,SMT,FR4 Laminate,3878813 S/m,High,Yes,ISO 9001:2015,IPC-2221
COMP0355,Microcontroller-9728,Processing / Control,566.9,12.124,380.939,N/A,1 Hz – 1 MHz,Power,10.0,93.04,88.2,48 MHz,-40°C to 125°C,-40°C to 150°C,35.1,BGA-144,24.95 x 26.78 x 5.02 mm,0.5802,THT,Carbon Composition,6699168 S/m,Low,Yes,ISO 9001:2015,IEC 61000-4
COMP0224,Crystal-9346,Frequency Reference / Timing,531.0,34.832,448.439,N/A,100 Hz – 10 MHz,Digital,5.0,98.01,82.3,8 MHz,-40°C to 175°C,-65°C to 150°C,123.7,SMD 0402,4.81 x 18.77 x 1.79 mm,57.8057,Press-fit,FR4 Laminate,2154783 S/m,Medium,Yes,ISO 45001:2018,MIL-STD-810
COMP0143,LED-8973,Visual Indication / Illumination,136.5,30.094,402.364,N/A,1000 Hz – 100 MHz,Mixed-Signal,2.0,99.88,76.3,72 MHz,-25°C to 150°C,-65°C to 85°C,106.5,SMD 1210,28.15 x 9.07 x 4.97 mm,44.3543,SMT,Metal Oxide,7325427 S/m,Medium,Yes,None,AEC-Q100
COMP0126,Diode-4116,Rectification / ESD Protection,514.2,12.067,446.448,N/A,1 Hz – 1000 MHz,Analog,10.0,91.92,74.6,1000 MHz,0°C to 175°C,-65°C to 85°C,45.6,SMD 0201,32.72 x 3.34 x 0.69 mm,38.5474,SMT,Silicon,645980 S/m,Medium,Yes,ISO 14001:2015,IPC-2221
COMP0097,LED-4295,Visual Indication / Illumination,84.3,26.06,463.009,N/A,10 Hz – 10 MHz,RF,5.0,99.95,87.9,100 MHz,-40°C to 85°C,-65°C to 105°C,56.7,SOT-23,43.47 x 3.52 x 0.24 mm,5.9849,SMT,Metal Film,1153665 S/m,Low,Yes,ISO 45001:2018,AEC-Q100
COMP0288,LED-8777,Visual Indication / Illumination,84.3,21.45,492.653,N/A,1000 Hz – 100 MHz,Analog,5.0,90.81,82.8,8 MHz,-55°C to 125°C,-40°C to 85°C,144.2,SOIC-28,21.49 x 1.67 x 12.76 mm,93.885,SMT,Film,7095257 S/m,High,Yes,IATF 16949,MIL-STD-810
COMP0176,LED-5956,Visual Indication / Illumination,166.9,24.907,433.082,N/A,100 Hz – 1000 MHz,Mixed-Signal,2.0,99.66,85.9,8 MHz,-25°C to 125°C,-65°C to 125°C,83.0,QFP-32,23.13 x 13.49 x 16.39 mm,75.9305,SMT,Electrolytic Aluminum,7812448 S/m,Low,Yes,IATF 16949,MIL-STD-810
COMP0258,Connector-4501,Signal / Power Interconnect,473.7,23.939,385.352,N/A,100 Hz – 1000 MHz,Mixed-Signal,0.1,98.7,84.5,120 MHz,-55°C to 175°C,-65°C to 150°C,2.6,LGA-16,29.27 x 24.17 x 0.4 mm,28.8664,SMT,GaN,8571738 S/m,Medium,No,ISO 45001:2018,JEDEC JESD22
COMP0456,Connector-5982,Signal / Power Interconnect,74.6,3.745,135.926,N/A,10 Hz – 1000 MHz,Power,0.1,93.76,79.0,1 MHz,-40°C to 150°C,-55°C to 85°C,144.1,SMD 0603,8.3 x 17.92 x 12.65 mm,82.2489,SMT,Electrolytic Aluminum,7162742 S/m,Medium,Yes,ISO 45001:2018,IPC-2221
COMP0073,Connector-1053,Signal / Power Interconnect,287.0,12.226,348.32,N/A,1000 Hz – 1 MHz,Mixed-Signal,10.0,99.23,92.0,200 MHz,-40°C to 105°C,-55°C to 85°C,144.0,QFP-64,38.41 x 18.74 x 15.26 mm,2.8473,SMT,Silicon,2667817 S/m,High,Yes,ISO 45001:2018,AEC-Q200
COMP0323,MOSFET-1444,Switching / Power Control,499.3,4.531,449.429,N/A,1 Hz – 1 MHz,Analog,5.0,92.44,79.8,32 MHz,-40°C to 70°C,-40°C to 125°C,0.9,SOIC-28,23.95 x 8.52 x 12.01 mm,47.7575,SMT,Carbon Composition,3571914 S/m,Low,Yes,ISO 45001:2018,IPC-7711
COMP0238,Sensor-4228,Signal Acquisition / Measurement,179.2,27.356,449.426,N/A,100 Hz – 100 MHz,Mixed-Signal,0.1,93.03,87.9,100 MHz,-55°C to 125°C,-40°C to 85°C,44.5,SMD 0402,35.99 x 19.81 x 12.72 mm,0.8941,Press-fit,Metal Film,4390060 S/m,High,Yes,None,JEDEC JESD22
COMP0031,Transistor-2307,Switching / Amplification,322.4,16.825,205.136,N/A,10 Hz – 100 MHz,RF,0.1,90.67,89.7,400 MHz,0°C to 150°C,-55°C to 105°C,101.2,BGA-144,34.4 x 29.14 x 7.17 mm,23.7465,SMT,FR4 Laminate,517465 S/m,Medium,Yes,ISO 14001:2015,IPC-A-610
COMP0028,MOSFET-4150,Switching / Power Control,567.7,21.97,257.986,N/A,10 Hz – 100 MHz,Analog,2.0,97.64,85.8,72 MHz,-55°C to 85°C,-55°C to 85°C,143.6,QFP-100,41.36 x 5.69 x 17.37 mm,43.0845,SMT,Metal Oxide,476411 S/m,High,Yes,ISO 9001:2015,AEC-Q200
COMP0235,Transistor-1727,Switching / Amplification,327.9,35.526,398.313,N/A,1000 Hz – 10 MHz,Power,1.0,91.8,89.0,1000 MHz,-40°C to 175°C,-65°C to 105°C,43.3,LGA-16,7.71 x 17.58 x 1.18 mm,55.2745,THT,GaN,9538837 S/m,Medium,Yes,ISO 9001:2015,IPC-7711
COMP0248,Sensor-3085,Signal Acquisition / Measurement,295.1,49.634,270.48,N/A,1 Hz – 1000 MHz,Mixed-Signal,10.0,98.14,98.9,400 MHz,0°C to 70°C,-55°C to 85°C,61.1,SOT-223,31.78 x 0.34 x 9.78 mm,44.3775,THT,Metal Film,3044779 S/m,Medium,No,None,IPC-7711
COMP0121,LED-1887,Visual Indication / Illumination,187.5,17.393,238.948,N/A,10 Hz – 1 MHz,Mixed-Signal,5.0,95.2,83.2,400 MHz,0°C to 175°C,-40°C to 125°C,115.0,DIP-16,11.86 x 24.51 x 5.63 mm,27.1485,SMT,Electrolytic Aluminum,3087886 S/m,High,Yes,ISO 9001:2015,IPC-2221
COMP0295,Diode-5451,Rectification / ESD Protection,248.6,35.104,447.705,N/A,10 Hz – 1000 MHz,Analog,0.1,95.94,90.1,48 MHz,-40°C to 85°C,-40°C to 150°C,113.6,TO-92,27.57 x 28.92 x 1.04 mm,63.0429,SMT,Film,3082293 S/m,Medium,Yes,ISO 14001:2015,IPC-2221
COMP0127,Sensor-8350,Signal Acquisition / Measurement,80.3,9.703,455.279,N/A,100 Hz – 1 MHz,Mixed-Signal,2.0,91.18,86.3,16 MHz,-25°C to 70°C,-55°C to 125°C,111.4,SMD 1210,18.23 x 29.35 x 3.38 mm,54.3797,SMT,Electrolytic Aluminum,2665339 S/m,High,Yes,ISO 45001:2018,IPC-7711
COMP0273,Connector-7547,Signal / Power Interconnect,472.5,11.199,271.9,N/A,100 Hz – 1 MHz,Digital,5.0,99.15,79.7,400 MHz,-25°C to 125°C,-65°C to 150°C,119.8,LGA-16,49.9 x 8.42 x 14.98 mm,33.8583,Press-fit,Silicon,1380023 S/m,High,Yes,None,IPC-2221
COMP0152,Sensor-2312,Signal Acquisition / Measurement,129.9,4.533,315.415,N/A,1 Hz – 100 MHz,Analog,0.5,91.4,92.3,72 MHz,-25°C to 70°C,-65°C to 105°C,119.7,LGA-64,49.74 x 28.4 x 12.83 mm,30.9042,Press-fit,Electrolytic Aluminum,7290467 S/m,Low,Yes,ISO 9001:2015,IPC-A-610
COMP0481,Connector-2442,Signal / Power Interconnect,276.9,25.887,316.666,N/A,100 Hz – 100 MHz,Power,1.0,90.36,74.7,72 MHz,-55°C to 150°C,-40°C to 105°C,30.2,TSSOP-20,9.63 x 6.54 x 15.44 mm,62.9954,SMT,Metal Film,8737204 S/m,High,Yes,None,UL 94V-0
COMP0424,Capacitor-1878,Energy Storage / Filtering,67.8,14.298,249.194,1378.4 µF,10 Hz – 1000 MHz,Analog,2.0,93.87,86.3,200 MHz,-55°C to 70°C,-65°C to 85°C,16.7,BGA-144,32.82 x 16.88 x 15.98 mm,41.0606,SMT,SiC,3887618 S/m,High,Yes,None,AEC-Q100
COMP0382,Capacitor-4954,Energy Storage / Filtering,459.0,5.395,447.658,2902.6 µF,1 Hz – 10 MHz,RF,5.0,90.12,84.8,100 MHz,-25°C to 150°C,-40°C to 85°C,21.4,DIP-8,14.72 x 17.25 x 3.1 mm,31.2946,Press-fit,Ceramic,3150132 S/m,High,Yes,ISO 45001:2018,AEC-Q100
COMP0276,Capacitor-7965,Energy Storage / Filtering,269.4,31.557,293.899,3569.3 µF,1000 Hz – 1000 MHz,Mixed-Signal,5.0,91.15,91.8,8 MHz,0°C to 175°C,-55°C to 150°C,3.1,TO-247,36.69 x 9.62 x 5.03 mm,52.7197,THT,Ceramic,7536064 S/m,Medium,Yes,ISO 14001:2015,JEDEC JESD22
COMP0332,Transistor-2341,Switching / Amplification,185.9,5.793,337.959,N/A,10 Hz – 1 MHz,Power,1.0,91.14,78.1,400 MHz,-25°C to 70°C,-55°C to 85°C,145.4,SMD 0805,31.09 x 17.25 x 6.15 mm,85.151,SMT,GaN,7763155 S/m,Low,Yes,None,IEC 61000-4
COMP0126,Diode-4116,Rectification / ESD Protection,166.4,47.223,468.882,N/A,1000 Hz – 10 MHz,RF,0.5,91.36,96.3,32 MHz,0°C to 175°C,-40°C to 85°C,113.1,DIP-8,8.18 x 2.19 x 12.07 mm,89.609,SMT,Electrolytic Aluminum,8066940 S/m,Medium,Yes,ISO 9001:2015,JEDEC JESD22
COMP0320,Connector-3091,Signal / Power Interconnect,155.5,20.645,250.996,N/A,10 Hz – 1 MHz,Mixed-Signal,5.0,90.98,95.4,32 MHz,-40°C to 105°C,-40°C to 105°C,125.1,SMD 0402,36.59 x 29.18 x 10.28 mm,39.951,SMT,Electrolytic Aluminum,2988773 S/m,Medium,No,ISO 14001:2015,IPC-7711
COMP0027,Crystal-6925,Frequency Reference / Timing,388.1,3.185,470.617,N/A,100 Hz – 10 MHz,Analog,0.1,97.3,97.1,32 MHz,-55°C to 85°C,-65°C to 105°C,127.4,LGA-16,34.75 x 6.01 x 11.88 mm,68.3132,SMT,Ceramic,8796623 S/m,Low,Yes,ISO 45001:2018,IPC-2221
COMP0191,Resistor-6464,Current Limiting / Voltage Division,48.1,26.057,380.969,10 Ω,1 Hz – 1000 MHz,Analog,10.0,96.98,77.5,48 MHz,-25°C to 70°C,-65°C to 150°C,31.6,SMD 1210,32.93 x 28.88 x 7.99 mm,14.0241,THT,Silicon,2101310 S/m,Medium,Yes,ISO 14001:2015,IPC-A-610
COMP0265,Crystal-6085,Frequency Reference / Timing,107.5,4.344,215.953,N/A,10 Hz – 1000 MHz,Digital,0.1,97.36,71.5,1 MHz,0°C to 150°C,-40°C to 125°C,78.2,SMD 0402,42.35 x 13.53 x 16.96 mm,58.661,SMT,Electrolytic Aluminum,1293291 S/m,Low,Yes,None,IPC-A-610
COMP0415,Crystal-9042,Frequency Reference / Timing,29.4,19.632,487.196,N/A,10 Hz – 1 MHz,Digital,0.5,99.76,92.1,100 MHz,-40°C to 85°C,-55°C to 85°C,3.5,SMD 0201,20.48 x 29.01 x 14.02 mm,45.7044,SMT,GaN,8462089 S/m,High,Yes,IATF 16949,MIL-STD-810
COMP0296,Microcontroller-6238,Processing / Control,287.0,20.115,358.864,N/A,1000 Hz – 10 MHz,Analog,2.0,96.31,70.5,48 MHz,-25°C to 125°C,-40°C to 150°C,61.1,TO-92,20.45 x 29.62 x 16.35 mm,97.142,Press-fit,Silicon,311344 S/m,High,Yes,ISO 14001:2015,UL 94V-0
COMP0277,Diode-3881,Rectification / ESD Protection,363.5,44.85,429.211,N/A,1 Hz – 1000 MHz,Mixed-Signal,2.0,96.36,92.3,120 MHz,-25°C to 70°C,-55°C to 85°C,90.1,LGA-64,43.83 x 19.78 x 2.59 mm,45.1148,SMT,GaN,9270445 S/m,Medium,Yes,ISO 9001:2015,UL 94V-0
COMP0074,LED-5315,Visual Indication / Illumination,360.1,4.368,310.37,N/A,1000 Hz – 10 MHz,Power,1.0,97.32,80.0,8 MHz,0°C to 85°C,-40°C to 150°C,99.1,QFP-100,25.8 x 25.75 x 2.67 mm,46.6941,SMT,FR4 Laminate,7691949 S/m,Medium,Yes,IATF 16949,IPC-2221
COMP0309,Connector-1096,Signal / Power Interconnect,452.3,47.881,389.914,N/A,100 Hz – 1000 MHz,Mixed-Signal,5.0,92.6,84.7,1 MHz,-55°C to 150°C,-65°C to 105°C,29.1,DIP-28,23.21 x 25.44 x 19.22 mm,4.5355,SMT,Metal Oxide,4717970 S/m,Medium,Yes,None,IPC-2221
COMP0316,Connector-1475,Signal / Power Interconnect,302.7,12.905,258.4,N/A,1000 Hz – 1000 MHz,Power,2.0,94.88,81.5,8 MHz,-25°C to 85°C,-55°C to 85°C,35.4,TO-220,15.53 x 14.25 x 14.4 mm,55.9967,SMT,Silicon,4691978 S/m,Medium,No,ISO 45001:2018,IPC-7711
COMP0436,Transistor-2330,Switching / Amplification,438.4,45.422,390.122,N/A,1 Hz – 1000 MHz,Mixed-Signal,5.0,98.14,76.7,120 MHz,-25°C to 85°C,-55°C to 105°C,57.1,SMD 0402,29.87 x 21.31 x 4.7 mm,5.5487,Press-fit,Carbon Composition,6210756 S/m,High,Yes,ISO 14001:2015,IEC 61000-4
COMP0120,IC-8651,Signal Processing / Logic,257.0,15.515,202.698,N/A,1 Hz – 100 MHz,Digital,5.0,96.9,73.8,48 MHz,0°C to 70°C,-65°C to 105°C,146.7,LGA-64,27.45 x 26.75 x 2.69 mm,91.5449,SMT,Metal Oxide,364948 S/m,Medium,Yes,IATF 16949,UL 94V-0
COMP0142,Transistor-7930,Switching / Amplification,290.3,33.596,435.887,N/A,1 Hz – 1 MHz,RF,5.0,91.02,86.3,72 MHz,0°C to 85°C,-40°C to 150°C,84.2,SMD 0805,14.73 x 29.75 x 16.52 mm,22.6435,SMT,SiC,8339718 S/m,High,Yes,ISO 14001:2015,UL 94V-0
COMP0139,Inductor-7209,Energy Storage / EMI Filtering,208.9,12.654,321.186,695.5 µH,100 Hz – 100 MHz,RF,2.0,96.33,79.8,200 MHz,0°C to 85°C,-55°C to 85°C,46.9,SMD 0402,15.2 x 16.37 x 6.56 mm,0.3189,Press-fit,Ceramic,3156759 S/m,High,Yes,ISO 9001:2015,UL 94V-0
COMP0303,IC-6421,Signal Processing / Logic,86.3,39.755,406.892,N/A,10 Hz – 10 MHz,Analog,10.0,96.19,72.9,72 MHz,-55°C to 175°C,-40°C to 85°C,147.0,SOIC-16,31.47 x 0.91 x 4.53 mm,69.1982,SMT,Metal Oxide,5035748 S/m,Medium,Yes,ISO 9001:2015,IEC 61000-4
COMP0330,Microcontroller-7211,Processing / Control,16.0,16.083,142.325,N/A,100 Hz – 1000 MHz,Analog,2.0,99.38,77.8,48 MHz,-40°C to 125°C,-40°C to 125°C,100.0,BGA-324,3.02 x 0.92 x 11.37 mm,71.4605,THT,FR4 Laminate,1663612 S/m,High,Yes,None,IEC 61000-4
COMP0120,IC-8651,Signal Processing / Logic,252.0,36.19,340.628,N/A,1 Hz – 10 MHz,Mixed-Signal,1.0,98.82,91.6,100 MHz,-55°C to 105°C,-65°C to 85°C,99.3,SMD 1210,41.87 x 22.89 x 9.94 mm,64.5954,Press-fit,FR4 Laminate,1825819 S/m,Low,Yes,ISO 14001:2015,IPC-2221
COMP0390,LED-4986,Visual Indication / Illumination,49.8,49.44,371.728,N/A,1000 Hz – 1000 MHz,Digital,1.0,98.52,75.7,72 MHz,-55°C to 150°C,-55°C to 85°C,111.6,QFN-32,23.76 x 23.75 x 9.6 mm,75.8546,SMT,Metal Film,2717331 S/m,High,Yes,IATF 16949,IPC-7711
COMP0340,MOSFET-3496,Switching / Power Control,126.2,24.427,381.018,N/A,1 Hz – 1000 MHz,Digital,2.0,95.2,90.5,1000 MHz,0°C to 105°C,-40°C to 150°C,84.8,SMD 1210,11.3 x 8.48 x 0.56 mm,47.1514,SMT,Metal Oxide,9337118 S/m,High,Yes,ISO 9001:2015,UL 94V-0
COMP0330,Microcontroller-7211,Processing / Control,140.6,1.983,224.263,N/A,10 Hz – 1 MHz,Mixed-Signal,0.1,99.94,95.8,100 MHz,-55°C to 105°C,-40°C to 150°C,139.1,QFN-48,28.77 x 17.48 x 11.63 mm,40.688,Press-fit,Ceramic,7787085 S/m,High,Yes,IATF 16949,JEDEC JESD22
COMP0112,Crystal-8953,Frequency Reference / Timing,32.2,19.206,495.18,N/A,100 Hz – 100 MHz,RF,10.0,91.19,80.8,8 MHz,0°C to 85°C,-65°C to 85°C,91.8,DIP-28,26.3 x 27.79 x 12.98 mm,73.7618,SMT,Metal Film,6709490 S/m,High,Yes,IATF 16949,UL 94V-0
COMP0152,Sensor-2312,Signal Acquisition / Measurement,480.6,22.77,483.401,N/A,1000 Hz – 1 MHz,Analog,0.1,98.09,75.0,16 MHz,-55°C to 85°C,-40°C to 85°C,99.4,SOT-223,23.81 x 13.89 x 15.19 mm,3.1095,THT,Ceramic,6350335 S/m,Low,Yes,ISO 14001:2015,UL 94V-0
COMP0054,LED-9830,Visual Indication / Illumination,128.5,36.459,280.437,N/A,100 Hz – 100 MHz,Power,0.1,92.29,75.0,200 MHz,-40°C to 85°C,-55°C to 85°C,25.7,BGA-256,40.65 x 10.43 x 8.17 mm,12.0458,SMT,Silicon,218538 S/m,Medium,Yes,IATF 16949,IEC 61000-4
COMP0163,Diode-5351,Rectification / ESD Protection,304.8,37.505,243.406,N/A,100 Hz – 10 MHz,Power,5.0,98.55,70.6,200 MHz,-25°C to 70°C,-55°C to 150°C,21.7,SOIC-8,12.85 x 20.94 x 12.16 mm,32.6008,THT,FR4 Laminate,8993566 S/m,Low,Yes,IATF 16949,AEC-Q200
COMP0155,Crystal-4853,Frequency Reference / Timing,476.0,35.369,426.443,N/A,100 Hz – 10 MHz,RF,0.5,98.75,85.2,1 MHz,-55°C to 125°C,-40°C to 150°C,85.2,BGA-324,40.5 x 11.57 x 15.53 mm,46.3247,SMT,GaN,6268787 S/m,Medium,Yes,ISO 14001:2015,AEC-Q200
COMP0492,Transistor-9998,Switching / Amplification,458.7,33.173,480.387,N/A,100 Hz – 10 MHz,RF,0.5,92.13,95.2,16 MHz,-25°C to 85°C,-40°C to 125°C,20.0,SOT-363,45.0 x 15.5 x 15.55 mm,33.7071,SMT,FR4 Laminate,6503459 S/m,High,Yes,IATF 16949,UL 94V-0
COMP0090,Capacitor-9727,Energy Storage / Filtering,204.8,12.884,417.893,1440.2 µF,1000 Hz – 1000 MHz,Digital,10.0,99.22,73.7,72 MHz,-55°C to 150°C,-40°C to 125°C,29.1,SOIC-16,16.2 x 2.65 x 17.92 mm,64.6154,SMT,Carbon Composition,618319 S/m,Medium,Yes,ISO 45001:2018,UL 94V-0
COMP0480,Sensor-1601,Signal Acquisition / Measurement,547.1,31.549,410.959,N/A,10 Hz – 1 MHz,Analog,5.0,99.98,79.4,100 MHz,-40°C to 85°C,-65°C to 85°C,7.2,SOT-363,38.53 x 20.67 x 3.56 mm,12.2149,SMT,FR4 Laminate,4358708 S/m,High,Yes,IATF 16949,IPC-2221
COMP0379,Transistor-5526,Switching / Amplification,521.0,30.571,386.037,N/A,1000 Hz – 100 MHz,Mixed-Signal,5.0,97.04,94.7,16 MHz,-40°C to 125°C,-40°C to 105°C,74.0,BGA-256,12.09 x 19.15 x 8.03 mm,85.45,SMT,GaN,7252077 S/m,High,Yes,None,IPC-2221
COMP0440,IC-8381,Signal Processing / Logic,393.4,31.532,431.163,N/A,100 Hz – 1 MHz,Digital,1.0,90.75,79.5,8 MHz,-40°C to 150°C,-40°C to 85°C,124.8,SOIC-16,40.83 x 22.08 x 19.83 mm,0.1184,Press-fit,Film,1824775 S/m,Low,No,ISO 45001:2018,AEC-Q200
COMP0308,MOSFET-7232,Switching / Power Control,59.5,43.54,284.91,N/A,100 Hz – 1 MHz,RF,0.5,99.78,76.7,48 MHz,-40°C to 85°C,-65°C to 150°C,104.0,SOT-363,8.1 x 18.56 x 6.67 mm,73.1401,SMT,SiC,5196986 S/m,High,Yes,IATF 16949,UL 94V-0
COMP0488,Sensor-6927,Signal Acquisition / Measurement,577.1,10.665,416.179,N/A,1 Hz – 100 MHz,Mixed-Signal,10.0,97.09,75.8,32 MHz,0°C to 125°C,-55°C to 150°C,91.4,DIP-16,19.96 x 6.0 x 15.01 mm,58.5831,SMT,GaN,9472241 S/m,Medium,Yes,ISO 9001:2015,IPC-2221
COMP0318,Crystal-7624,Frequency Reference / Timing,89.8,36.783,207.928,N/A,100 Hz – 1000 MHz,Digital,0.5,92.39,84.8,8 MHz,-40°C to 105°C,-65°C to 85°C,11.7,SMD 0805,8.6 x 20.22 x 8.21 mm,38.9108,THT,Metal Oxide,3048588 S/m,Medium,Yes,ISO 9001:2015,AEC-Q200
COMP0025,IC-2291,Signal Processing / Logic,245.1,2.241,439.082,N/A,100 Hz – 1 MHz,Mixed-Signal,1.0,93.47,83.7,400 MHz,-25°C to 85°C,-55°C to 85°C,4.9,SMD 0603,48.58 x 27.39 x 2.21 mm,64.1859,SMT,Electrolytic Aluminum,1835283 S/m,High,Yes,ISO 14001:2015,IPC-7711
COMP0353,Crystal-2983,Frequency Reference / Timing,35.6,34.271,398.307,N/A,100 Hz – 1000 MHz,Power,0.5,94.59,81.8,48 MHz,-55°C to 70°C,-40°C to 150°C,31.9,SMD 0201,16.27 x 26.16 x 11.75 mm,47.3295,SMT,Silicon,4182582 S/m,High,Yes,ISO 9001:2015,IPC-2221
COMP0313,MOSFET-4613,Switching / Power Control,257.4,31.035,313.307,N/A,1000 Hz – 10 MHz,Analog,0.5,96.28,75.9,100 MHz,-25°C to 85°C,-55°C to 125°C,118.5,BGA-144,8.76 x 20.95 x 11.13 mm,36.4299,SMT,SiC,8559063 S/m,High,Yes,ISO 45001:2018,MIL-STD-810
COMP0100,Connector-9479,Signal / Power Interconnect,518.9,48.589,284.608,N/A,1000 Hz – 100 MHz,Analog,0.5,91.2,97.3,72 MHz,-40°C to 150°C,-65°C to 150°C,87.8,SMD 0805,28.05 x 29.35 x 10.88 mm,2.764,SMT,Silicon,2581908 S/m,High,Yes,IATF 16949,AEC-Q200
COMP0460,Connector-2317,Signal / Power Interconnect,198.4,0.831,161.254,N/A,100 Hz – 100 MHz,Digital,1.0,93.18,88.7,8 MHz,0°C to 150°C,-55°C to 85°C,147.3,TO-92,28.46 x 29.78 x 15.24 mm,96.3147,SMT,Metal Oxide,620279 S/m,Medium,Yes,IATF 16949,JEDEC JESD22
COMP0157,MOSFET-5033,Switching / Power Control,521.6,36.113,478.688,N/A,1000 Hz – 10 MHz,Mixed-Signal,5.0,95.15,86.2,72 MHz,-55°C to 125°C,-65°C to 150°C,42.9,LGA-64,7.93 x 18.79 x 6.08 mm,66.9012,Press-fit,Metal Film,9021173 S/m,Medium,No,ISO 45001:2018,IPC-A-610
