Supplier ID,Component ID,Past Risk Events,Failure Frequency (occurrences/year),Downtime Duration,Recovery Time,Risk Outcome (Success/Failure)
SUPP058,COMP0373,Pandemic-related facility shutdown,10.19,201 days,195 days,Success
SUPP020,COMP0363,Logistics disruption — carrier strike,10.71,306 days,89 days,Success
SUPP004,COMP0209,Natural disaster impact on fab,6.48,186 days,34 days,Success
SUPP061,COMP0422,Raw material scarcity — price surge,11.61,221 days,9 days,Failure
SUPP051,COMP0219,Geopolitical trade restriction imposed,7.3,307 days,291 days,Failure
SUPP025,COMP0359,Geopolitical trade restriction imposed,0.87,100 days,63 days,Failure
SUPP037,COMP0457,Component discontinuation announcement,9.08,196 days,61 days,Failure
SUPP021,COMP0285,Delivery delay due to port congestion,11.7,330 days,219 days,Failure
SUPP081,COMP0273,Raw material scarcity — price surge,7.54,179 days,64 days,Failure
SUPP069,COMP0394,Delivery delay due to port congestion,7.62,70 days,46 days,Success
SUPP099,COMP0310,Sudden capacity reduction by supplier,11.99,85 days,79 days,Success
SUPP005,COMP0243,Delivery delay due to port congestion,1.27,25 days,17 days,Failure
SUPP053,COMP0443,Quality defect — batch recall issued,6.12,252 days,168 days,Success
SUPP064,COMP0195,Wafer fab yield drop below threshold,2.2,239 days,221 days,Success
SUPP035,COMP0388,Supply shortage due to factory fire,9.66,51 days,46 days,Failure
SUPP009,COMP0230,Pandemic-related facility shutdown,6.07,3 days,3 days,Failure
SUPP032,COMP0289,Supplier financial instability,8.51,290 days,16 days,Success
SUPP008,COMP0106,Sudden capacity reduction by supplier,7.48,73 days,70 days,Success
SUPP060,COMP0406,Export control regulation change,4.9,58 days,3 days,Success
SUPP014,COMP0246,Counterfeit component detection,9.95,61 days,50 days,Success
SUPP073,COMP0191,Raw material scarcity — price surge,3.53,112 days,77 days,Failure
SUPP026,COMP0053,Natural disaster impact on fab,0.3,222 days,48 days,Failure
SUPP069,COMP0299,Logistics disruption — carrier strike,9.36,218 days,1 days,Success
SUPP093,COMP0262,Natural disaster impact on fab,2.22,42 days,7 days,Success
SUPP012,COMP0100,Supplier financial instability,3.81,76 days,61 days,Success
SUPP042,COMP0165,Pandemic-related facility shutdown,11.69,69 days,43 days,Failure
SUPP054,COMP0386,Quality defect — batch recall issued,1.42,182 days,163 days,Success
SUPP045,COMP0341,Sudden capacity reduction by supplier,0.9,72 days,55 days,Success
SUPP058,COMP0395,Supply shortage due to factory fire,3.07,98 days,64 days,Success
SUPP058,COMP0280,Quality defect — batch recall issued,0.5,286 days,173 days,Failure
SUPP029,COMP0142,Raw material scarcity — price surge,5.29,52 days,1 days,Success
SUPP014,COMP0432,Sudden capacity reduction by supplier,10.99,345 days,104 days,Success
SUPP063,COMP0238,Delivery delay due to port congestion,1.79,268 days,158 days,Failure
SUPP034,COMP0422,Supply shortage due to factory fire,9.13,321 days,23 days,Success
SUPP098,COMP0076,Component discontinuation announcement,6.03,247 days,241 days,Success
SUPP052,COMP0056,Delivery delay due to port congestion,0.94,68 days,41 days,Failure
SUPP043,COMP0291,Quality defect — batch recall issued,4.05,279 days,113 days,Success
SUPP100,COMP0032,Supply shortage due to factory fire,2.63,264 days,126 days,Failure
SUPP082,COMP0061,Supply shortage due to factory fire,2.74,193 days,80 days,Success
SUPP074,COMP0490,Quality defect — batch recall issued,11.53,212 days,49 days,Failure
SUPP003,COMP0011,Sudden capacity reduction by supplier,7.45,138 days,120 days,Success
SUPP013,COMP0042,Wafer fab yield drop below threshold,5.37,63 days,60 days,Success
SUPP009,COMP0350,Raw material scarcity — price surge,9.1,55 days,41 days,Failure
SUPP022,COMP0322,Natural disaster impact on fab,0.9,224 days,27 days,Success
SUPP089,COMP0169,Supply shortage due to factory fire,0.77,282 days,141 days,Failure
SUPP081,COMP0166,Counterfeit component detection,7.29,282 days,75 days,Success
SUPP029,COMP0445,Natural disaster impact on fab,4.69,59 days,47 days,Success
SUPP033,COMP0450,Natural disaster impact on fab,7.93,255 days,192 days,Failure
SUPP081,COMP0179,Counterfeit component detection,4.38,116 days,40 days,Failure
SUPP073,COMP0394,Supply shortage due to factory fire,3.35,269 days,113 days,Failure
SUPP049,COMP0067,Pandemic-related facility shutdown,8.13,198 days,23 days,Failure
SUPP096,COMP0384,Export control regulation change,9.62,302 days,111 days,Success
SUPP048,COMP0445,Delivery delay due to port congestion,7.96,102 days,83 days,Success
SUPP045,COMP0310,Export control regulation change,10.41,150 days,68 days,Success
SUPP082,COMP0030,Sudden capacity reduction by supplier,7.66,350 days,9 days,Failure
SUPP072,COMP0138,Delivery delay due to port congestion,5.14,98 days,45 days,Failure
SUPP064,COMP0009,Sudden capacity reduction by supplier,0.77,268 days,2 days,Failure
SUPP022,COMP0430,Pandemic-related facility shutdown,1.84,249 days,14 days,Success
SUPP084,COMP0142,Supply shortage due to factory fire,7.52,127 days,64 days,Success
SUPP061,COMP0123,Pandemic-related facility shutdown,3.48,83 days,65 days,Success
SUPP092,COMP0454,Counterfeit component detection,2.22,312 days,98 days,Success
SUPP093,COMP0398,Component discontinuation announcement,11.96,229 days,104 days,Success
SUPP048,COMP0444,Quality defect — batch recall issued,2.31,116 days,95 days,Success
SUPP047,COMP0360,Sudden capacity reduction by supplier,11.44,160 days,14 days,Success
SUPP078,COMP0473,Raw material scarcity — price surge,2.46,316 days,64 days,Failure
SUPP004,COMP0010,Quality defect — batch recall issued,3.5,258 days,216 days,Failure
SUPP052,COMP0073,Natural disaster impact on fab,7.16,324 days,73 days,Success
SUPP004,COMP0214,Counterfeit component detection,2.34,241 days,150 days,Success
SUPP017,COMP0187,Export control regulation change,11.54,155 days,105 days,Success
SUPP020,COMP0454,Export control regulation change,3.76,231 days,69 days,Success
SUPP090,COMP0288,Wafer fab yield drop below threshold,9.5,14 days,10 days,Success
SUPP086,COMP0434,Export control regulation change,1.52,306 days,261 days,Success
SUPP069,COMP0057,Natural disaster impact on fab,0.83,336 days,168 days,Success
SUPP046,COMP0357,Component discontinuation announcement,9.05,208 days,67 days,Failure
SUPP088,COMP0381,Delivery delay due to port congestion,8.75,295 days,65 days,Success
SUPP069,COMP0374,Export control regulation change,6.72,320 days,223 days,Failure
SUPP040,COMP0232,Sudden capacity reduction by supplier,6.1,303 days,119 days,Success
SUPP095,COMP0009,Wafer fab yield drop below threshold,4.89,160 days,91 days,Success
SUPP068,COMP0017,Pandemic-related facility shutdown,7.04,125 days,86 days,Success
SUPP016,COMP0393,Component discontinuation announcement,10.98,98 days,66 days,Failure
SUPP019,COMP0386,Quality defect — batch recall issued,11.23,71 days,37 days,Success
SUPP009,COMP0401,Quality defect — batch recall issued,9.5,308 days,39 days,Success
SUPP075,COMP0372,Logistics disruption — carrier strike,6.02,283 days,262 days,Success
SUPP028,COMP0446,Export control regulation change,6.44,124 days,81 days,Failure
SUPP061,COMP0330,Sudden capacity reduction by supplier,2.26,314 days,204 days,Success
SUPP038,COMP0215,Logistics disruption — carrier strike,3.52,117 days,49 days,Success
SUPP044,COMP0493,Component discontinuation announcement,2.73,184 days,40 days,Failure
SUPP017,COMP0467,Component discontinuation announcement,6.22,51 days,30 days,Success
SUPP020,COMP0490,Supplier financial instability,5.77,238 days,178 days,Success
SUPP088,COMP0380,Logistics disruption — carrier strike,2.5,74 days,8 days,Failure
SUPP070,COMP0169,Sudden capacity reduction by supplier,7.44,115 days,15 days,Success
SUPP040,COMP0195,Natural disaster impact on fab,7.76,356 days,279 days,Success
SUPP045,COMP0286,Raw material scarcity — price surge,7.05,217 days,4 days,Failure
SUPP013,COMP0261,Wafer fab yield drop below threshold,0.74,363 days,300 days,Success
SUPP071,COMP0195,Sudden capacity reduction by supplier,8.73,289 days,54 days,Success
SUPP042,COMP0427,Counterfeit component detection,2.23,305 days,197 days,Success
SUPP076,COMP0480,Export control regulation change,1.41,329 days,191 days,Success
SUPP057,COMP0082,Supply shortage due to factory fire,9.47,80 days,41 days,Success
SUPP076,COMP0433,Supplier financial instability,4.45,24 days,13 days,Success
SUPP006,COMP0484,Wafer fab yield drop below threshold,8.47,203 days,105 days,Failure
SUPP050,COMP0015,Raw material scarcity — price surge,0.27,33 days,33 days,Success
SUPP065,COMP0373,Delivery delay due to port congestion,7.8,139 days,44 days,Success
SUPP041,COMP0483,Supplier financial instability,9.32,31 days,27 days,Failure
SUPP048,COMP0169,Delivery delay due to port congestion,9.05,10 days,7 days,Success
SUPP080,COMP0076,Sudden capacity reduction by supplier,8.55,104 days,95 days,Success
SUPP057,COMP0162,Logistics disruption — carrier strike,3.68,286 days,122 days,Success
SUPP010,COMP0339,Wafer fab yield drop below threshold,10.69,73 days,39 days,Success
SUPP080,COMP0243,Component discontinuation announcement,1.13,296 days,46 days,Success
SUPP039,COMP0201,Raw material scarcity — price surge,7.41,355 days,26 days,Failure
SUPP010,COMP0163,Pandemic-related facility shutdown,2.61,155 days,39 days,Success
SUPP076,COMP0453,Sudden capacity reduction by supplier,2.43,23 days,11 days,Success
SUPP034,COMP0221,Natural disaster impact on fab,5.71,259 days,90 days,Success
SUPP034,COMP0243,Quality defect — batch recall issued,1.69,61 days,61 days,Failure
SUPP099,COMP0077,Counterfeit component detection,7.8,52 days,19 days,Failure
SUPP005,COMP0266,Supply shortage due to factory fire,3.35,117 days,27 days,Success
SUPP094,COMP0130,Component discontinuation announcement,9.14,237 days,86 days,Success
SUPP018,COMP0043,Raw material scarcity — price surge,5.73,88 days,22 days,Failure
SUPP042,COMP0366,Wafer fab yield drop below threshold,10.03,169 days,97 days,Failure
SUPP098,COMP0379,Supply shortage due to factory fire,8.37,74 days,10 days,Failure
SUPP062,COMP0184,Wafer fab yield drop below threshold,8.18,253 days,201 days,Failure
SUPP059,COMP0462,Pandemic-related facility shutdown,7.51,294 days,146 days,Failure
SUPP056,COMP0152,Geopolitical trade restriction imposed,8.3,132 days,10 days,Success
SUPP094,COMP0147,Sudden capacity reduction by supplier,0.49,254 days,235 days,Failure
SUPP003,COMP0256,Sudden capacity reduction by supplier,10.45,56 days,51 days,Failure
SUPP083,COMP0305,Export control regulation change,1.4,323 days,157 days,Success
SUPP061,COMP0057,Quality defect — batch recall issued,5.74,247 days,199 days,Success
SUPP082,COMP0308,Supply shortage due to factory fire,6.96,144 days,40 days,Success
SUPP081,COMP0333,Natural disaster impact on fab,4.4,230 days,61 days,Failure
SUPP003,COMP0421,Sudden capacity reduction by supplier,4.01,112 days,49 days,Failure
SUPP071,COMP0211,Pandemic-related facility shutdown,10.94,318 days,217 days,Failure
SUPP053,COMP0207,Sudden capacity reduction by supplier,1.89,363 days,82 days,Success
SUPP076,COMP0016,Quality defect — batch recall issued,0.93,33 days,15 days,Success
SUPP032,COMP0067,Sudden capacity reduction by supplier,7.41,346 days,136 days,Failure
SUPP053,COMP0406,Raw material scarcity — price surge,10.86,199 days,94 days,Failure
SUPP050,COMP0322,Logistics disruption — carrier strike,11.55,266 days,4 days,Failure
SUPP025,COMP0312,Logistics disruption — carrier strike,3.78,335 days,130 days,Success
SUPP068,COMP0484,Export control regulation change,8.9,282 days,179 days,Success
SUPP087,COMP0227,Export control regulation change,11.51,221 days,177 days,Failure
SUPP053,COMP0025,Wafer fab yield drop below threshold,11.46,340 days,236 days,Success
SUPP062,COMP0369,Pandemic-related facility shutdown,2.8,303 days,253 days,Success
SUPP068,COMP0288,Logistics disruption — carrier strike,6.05,91 days,47 days,Failure
SUPP032,COMP0146,Sudden capacity reduction by supplier,8.42,301 days,152 days,Failure
SUPP034,COMP0476,Logistics disruption — carrier strike,2.4,144 days,24 days,Success
SUPP022,COMP0279,Geopolitical trade restriction imposed,2.73,149 days,136 days,Success
SUPP024,COMP0334,Supplier financial instability,9.16,178 days,105 days,Success
SUPP070,COMP0381,Component discontinuation announcement,6.29,179 days,150 days,Failure
SUPP009,COMP0307,Geopolitical trade restriction imposed,7.99,19 days,5 days,Failure
SUPP093,COMP0234,Supply shortage due to factory fire,1.7,120 days,76 days,Failure
SUPP029,COMP0183,Supplier financial instability,4.35,92 days,18 days,Success
SUPP035,COMP0054,Delivery delay due to port congestion,11.41,111 days,97 days,Success
SUPP044,COMP0217,Pandemic-related facility shutdown,8.41,27 days,21 days,Success
SUPP053,COMP0255,Component discontinuation announcement,1.42,218 days,7 days,Success
SUPP072,COMP0261,Logistics disruption — carrier strike,3.57,253 days,52 days,Success
SUPP089,COMP0294,Logistics disruption — carrier strike,2.97,242 days,167 days,Success
SUPP025,COMP0394,Sudden capacity reduction by supplier,1.24,199 days,174 days,Success
SUPP053,COMP0419,Supplier financial instability,8.21,21 days,13 days,Failure
SUPP069,COMP0439,Component discontinuation announcement,7.68,341 days,170 days,Failure
SUPP077,COMP0257,Supply shortage due to factory fire,9.43,50 days,9 days,Success
SUPP090,COMP0139,Export control regulation change,7.87,110 days,33 days,Failure
SUPP029,COMP0365,Quality defect — batch recall issued,1.36,363 days,271 days,Failure
SUPP009,COMP0301,Pandemic-related facility shutdown,2.37,277 days,19 days,Success
SUPP093,COMP0436,Supplier financial instability,11.27,187 days,28 days,Success
SUPP003,COMP0388,Component discontinuation announcement,0.23,1 days,1 days,Success
SUPP055,COMP0093,Wafer fab yield drop below threshold,2.73,152 days,25 days,Success
SUPP004,COMP0283,Component discontinuation announcement,11.23,317 days,123 days,Success
SUPP047,COMP0388,Sudden capacity reduction by supplier,5.76,10 days,3 days,Failure
SUPP096,COMP0285,Quality defect — batch recall issued,11.78,123 days,86 days,Failure
SUPP013,COMP0249,Natural disaster impact on fab,8.33,98 days,25 days,Success
SUPP058,COMP0009,Wafer fab yield drop below threshold,7.33,362 days,69 days,Failure
SUPP036,COMP0250,Logistics disruption — carrier strike,10.82,191 days,87 days,Success
SUPP031,COMP0135,Delivery delay due to port congestion,6.74,147 days,144 days,Success
SUPP100,COMP0480,Geopolitical trade restriction imposed,4.09,326 days,80 days,Success
SUPP038,COMP0002,Supplier financial instability,1.26,225 days,193 days,Failure
SUPP076,COMP0212,Pandemic-related facility shutdown,8.56,360 days,96 days,Success
SUPP081,COMP0426,Supplier financial instability,10.68,17 days,7 days,Success
SUPP037,COMP0312,Component discontinuation announcement,7.33,251 days,86 days,Success
SUPP058,COMP0097,Quality defect — batch recall issued,5.02,251 days,120 days,Success
SUPP011,COMP0222,Pandemic-related facility shutdown,9.34,263 days,52 days,Success
SUPP008,COMP0132,Pandemic-related facility shutdown,2.24,361 days,116 days,Failure
SUPP068,COMP0469,Raw material scarcity — price surge,7.15,213 days,122 days,Success
SUPP075,COMP0465,Wafer fab yield drop below threshold,11.44,57 days,36 days,Success
SUPP091,COMP0424,Export control regulation change,5.32,88 days,14 days,Success
SUPP074,COMP0243,Raw material scarcity — price surge,7.34,208 days,54 days,Failure
SUPP047,COMP0339,Sudden capacity reduction by supplier,5.13,241 days,16 days,Failure
SUPP004,COMP0033,Natural disaster impact on fab,4.6,308 days,114 days,Success
SUPP060,COMP0076,Delivery delay due to port congestion,3.86,35 days,33 days,Success
SUPP062,COMP0307,Natural disaster impact on fab,10.42,327 days,322 days,Failure
SUPP069,COMP0230,Quality defect — batch recall issued,3.22,333 days,316 days,Success
SUPP009,COMP0055,Logistics disruption — carrier strike,7.65,233 days,172 days,Success
SUPP049,COMP0097,Raw material scarcity — price surge,4.54,301 days,134 days,Success
SUPP040,COMP0341,Wafer fab yield drop below threshold,5.06,96 days,57 days,Failure
SUPP067,COMP0004,Logistics disruption — carrier strike,3.8,160 days,53 days,Failure
