Supplier ID,Supplier Name,Location,Component ID,Cost per Component ($),Available Quantity,Lead Time (Weeks),Reliability Score (0-1),Past Performance Rating (1-5),Alternate Supplier ID
SUPP010,NXP Semiconductors,"Hsinchu, Taiwan",COMP0056,226.31,488378,18,0.99,3.7,SUPP044
SUPP099,Cohu Inc,"Bangalore, India",COMP0313,595.99,234032,24,0.94,4.4,SUPP010
SUPP043,Cree LED,"Bangalore, India",COMP0418,49.05,134095,44,0.95,3.3,SUPP031
SUPP048,Honeywell Sensing,"Eindhoven, Netherlands",COMP0486,560.29,235805,38,0.63,1.1,SUPP090
SUPP043,Cree LED,"Bangalore, India",COMP0461,392.05,288102,28,0.78,1.6,SUPP089
SUPP045,Osram Opto,"Eindhoven, Netherlands",COMP0023,206.33,333981,33,0.86,3.8,SUPP084
SUPP059,Keysight Components,"Milan, Italy",COMP0184,143.82,61575,30,0.51,2.1,SUPP085
SUPP012,Microchip Technology,"Eindhoven, Netherlands",COMP0069,340.7,353490,43,0.8,2.2,SUPP014
SUPP052,Weidmuller,"Hsinchu, Taiwan",COMP0041,700.87,452276,23,0.59,2.7,SUPP005
SUPP052,Weidmuller,"Hsinchu, Taiwan",COMP0144,646.87,47892,37,0.8,4.1,SUPP075
SUPP017,TE Connectivity,"Austin, USA",COMP0393,367.61,392680,39,0.86,3.1,SUPP095
SUPP055,Cinch Connectivity,"Munich, Germany",COMP0124,170.2,203615,1,0.97,2.0,SUPP044
SUPP011,Infineon Technologies,"Hsinchu, Taiwan",COMP0222,459.2,310931,10,0.76,4.9,SUPP057
SUPP073,Stackpole Electronics,Singapore,COMP0214,372.83,52678,2,0.81,1.2,SUPP085
SUPP075,Illinois Capacitor,"London, UK",COMP0188,589.04,259767,28,0.57,1.4,SUPP059
SUPP091,Ohmite,"Osaka, Japan",COMP0427,159.2,218034,7,0.94,4.8,SUPP090
SUPP092,Bel Magnetic Solutions,"Taipei, Taiwan",COMP0010,264.39,398681,42,0.87,4.0,SUPP090
SUPP029,KEMET Electronics,"Penang, Malaysia",COMP0130,338.02,293594,12,0.81,1.7,SUPP085
SUPP065,Skyworks Solutions,"Milan, Italy",COMP0253,526.11,285222,38,0.88,3.0,SUPP054
SUPP027,Diodes Incorporated,"Shenzhen, China",COMP0142,36.97,83432,11,0.68,2.1,SUPP086
SUPP094,Transphorm,"Gyeonggi, South Korea",COMP0387,599.85,138945,49,0.77,3.3,SUPP044
SUPP020,JST,"Munich, Germany",COMP0480,747.11,412627,21,0.64,4.0,SUPP038
SUPP032,Würth Elektronik,"Hsinchu, Taiwan",COMP0080,66.65,52304,21,0.83,3.2,SUPP067
SUPP043,Cree LED,"Bangalore, India",COMP0266,588.51,152100,6,0.87,3.9,SUPP057
SUPP026,Lattice Semiconductor,Singapore,COMP0278,449.13,316006,9,0.93,4.4,SUPP013
SUPP072,KOA Speer,"Hsinchu, Taiwan",COMP0384,646.24,98446,49,0.91,3.1,SUPP053
SUPP021,Omron Electronics,"Seoul, South Korea",COMP0369,689.74,61662,17,0.75,1.9,SUPP067
SUPP086,MediaTek,"Seoul, South Korea",COMP0171,725.12,471291,12,0.97,4.4,SUPP087
SUPP079,Sumida,"Stockholm, Sweden",COMP0374,548.31,123905,26,0.62,2.6,SUPP029
SUPP010,NXP Semiconductors,"Hsinchu, Taiwan",COMP0464,37.96,475456,31,0.88,1.3,SUPP065
SUPP071,Panasonic Resistive,"Seoul, South Korea",COMP0455,62.55,205487,50,0.82,3.3,SUPP084
SUPP100,Entegris,"Tokyo, Japan",COMP0038,163.63,337753,38,0.64,2.1,SUPP073
SUPP079,Sumida,"Stockholm, Sweden",COMP0437,274.62,59968,3,0.87,4.8,SUPP070
SUPP088,Marvell Technology,"Penang, Malaysia",COMP0058,546.52,343037,1,0.64,5.0,SUPP049
SUPP052,Weidmuller,"Hsinchu, Taiwan",COMP0432,291.23,94879,45,0.64,1.7,SUPP071
SUPP079,Sumida,"Stockholm, Sweden",COMP0433,670.65,79110,8,0.96,1.8,SUPP054
SUPP015,Analog Devices,"Munich, Germany",COMP0181,239.67,295822,50,0.52,4.5,SUPP049
SUPP058,ITT Cannon,"Munich, Germany",COMP0498,593.81,422744,29,0.68,3.8,SUPP012
SUPP013,ON Semiconductor,"Gyeonggi, South Korea",COMP0039,632.79,70875,3,0.96,1.6,SUPP007
SUPP011,Infineon Technologies,"Hsinchu, Taiwan",COMP0317,697.03,196268,38,0.97,3.7,SUPP027
SUPP097,Power Integrations,"Shenzhen, China",COMP0307,634.89,46903,16,0.71,1.4,SUPP072
SUPP025,Maxim Integrated,"Milan, Italy",COMP0444,389.5,206843,10,1.0,3.0,SUPP094
SUPP053,WAGO,"Shanghai, China",COMP0218,41.54,275234,35,0.58,2.2,SUPP066
SUPP035,Coilcraft,"Stockholm, Sweden",COMP0223,593.48,322782,14,0.64,4.8,SUPP018
SUPP074,Cornell Dubilier,"Bangalore, India",COMP0330,102.72,290489,17,0.57,4.5,SUPP051
SUPP054,Dinkle,"Shanghai, China",COMP0332,179.42,412320,24,0.81,3.9,SUPP068
SUPP093,Halo Electronics,"Taipei, Taiwan",COMP0011,335.76,158821,8,0.91,1.4,SUPP094
SUPP044,Lumileds,"Austin, USA",COMP0231,714.17,314569,48,0.7,5.0,SUPP078
SUPP025,Maxim Integrated,"Milan, Italy",COMP0363,511.29,90638,8,0.83,3.0,SUPP039
SUPP097,Power Integrations,"Shenzhen, China",COMP0225,89.1,60561,5,0.82,2.9,SUPP072
SUPP063,International Rectifier,"Gyeonggi, South Korea",COMP0447,687.87,18869,27,0.7,3.4,SUPP094
SUPP049,TE Connectivity Sensors,"Osaka, Japan",COMP0374,558.32,263809,21,0.69,2.5,SUPP093
SUPP042,Alliance Memory,"Gyeonggi, South Korea",COMP0304,382.42,270506,4,0.92,1.4,SUPP060
SUPP034,CUI Inc,"Gyeonggi, South Korea",COMP0322,519.65,402844,23,0.99,4.3,SUPP007
SUPP020,JST,"Munich, Germany",COMP0479,441.84,115784,12,0.69,2.5,SUPP057
SUPP067,MACOM Technology,"Shenzhen, China",COMP0397,355.16,320495,34,0.75,1.8,SUPP037
SUPP022,Bourns,Singapore,COMP0128,46.73,165893,48,0.8,3.6,SUPP089
SUPP021,Omron Electronics,"Seoul, South Korea",COMP0193,132.96,201282,40,0.89,1.8,SUPP074
SUPP072,KOA Speer,"Hsinchu, Taiwan",COMP0090,637.64,256403,49,0.77,2.0,SUPP037
SUPP018,Amphenol,"London, UK",COMP0271,425.15,359654,6,0.69,2.5,SUPP006
SUPP084,Nordic Semiconductor,"Tokyo, Japan",COMP0399,578.18,479126,39,0.74,4.5,SUPP079
SUPP039,ISSI,"Stockholm, Sweden",COMP0465,287.11,493415,30,0.56,1.4,SUPP088
SUPP027,Diodes Incorporated,"Shenzhen, China",COMP0052,255.11,337145,5,0.74,3.5,SUPP026
SUPP074,Cornell Dubilier,"Bangalore, India",COMP0157,88.19,256205,25,0.6,2.3,SUPP017
SUPP031,Rubycon,"Zurich, Switzerland",COMP0405,559.77,95544,14,0.83,1.7,SUPP060
SUPP051,Phoenix Contact,"Bangalore, India",COMP0261,438.59,244167,49,0.98,4.3,SUPP029
SUPP076,Sprague Goodman,"Shanghai, China",COMP0418,673.62,111436,31,0.52,3.8,SUPP022
SUPP002,TDK Corporation,"Gyeonggi, South Korea",COMP0150,636.21,326583,2,0.93,3.3,SUPP067
SUPP042,Alliance Memory,"Gyeonggi, South Korea",COMP0321,518.95,7908,28,0.71,3.2,SUPP062
SUPP002,TDK Corporation,"Gyeonggi, South Korea",COMP0466,734.74,68454,48,0.69,2.2,SUPP095
SUPP071,Panasonic Resistive,"Seoul, South Korea",COMP0243,270.24,75485,23,0.57,2.0,SUPP018
SUPP086,MediaTek,"Seoul, South Korea",COMP0385,218.19,75122,10,0.8,4.6,SUPP036
SUPP017,TE Connectivity,"Austin, USA",COMP0369,153.38,304495,45,0.53,4.7,SUPP071
SUPP088,Marvell Technology,"Penang, Malaysia",COMP0200,416.74,95553,19,0.84,4.3,SUPP038
SUPP071,Panasonic Resistive,"Seoul, South Korea",COMP0349,236.18,334136,25,0.59,3.5,SUPP046
SUPP075,Illinois Capacitor,"London, UK",COMP0132,712.52,364757,4,0.61,2.7,SUPP010
SUPP086,MediaTek,"Seoul, South Korea",COMP0071,587.24,463052,7,0.56,2.1,SUPP002
SUPP064,Microsemi,"Taipei, Taiwan",COMP0146,278.4,266909,5,0.9,2.3,SUPP010
SUPP053,WAGO,"Shanghai, China",COMP0116,173.45,226236,16,0.95,4.9,SUPP077
SUPP054,Dinkle,"Shanghai, China",COMP0273,307.72,390410,11,0.81,3.4,SUPP064
SUPP082,Silicon Labs,"Hsinchu, Taiwan",COMP0058,46.1,42522,30,0.64,4.0,SUPP085
SUPP040,Winbond Electronics,"Stockholm, Sweden",COMP0405,695.49,60716,46,0.97,3.6,SUPP099
SUPP098,Vicor Corporation,"Tokyo, Japan",COMP0370,393.18,116051,48,0.55,4.6,SUPP045
SUPP084,Nordic Semiconductor,"Tokyo, Japan",COMP0410,258.0,243239,25,0.76,4.3,SUPP007
SUPP063,International Rectifier,"Gyeonggi, South Korea",COMP0461,612.52,162391,22,0.84,2.5,SUPP003
SUPP093,Halo Electronics,"Taipei, Taiwan",COMP0433,246.99,399691,3,0.91,1.9,SUPP034
SUPP081,Eaton Electronics,"Bangalore, India",COMP0300,219.71,488910,5,0.62,2.7,SUPP041
SUPP097,Power Integrations,"Shenzhen, China",COMP0175,259.44,229291,26,0.92,3.7,SUPP012
SUPP060,Tektronix Supply,"Zurich, Switzerland",COMP0087,631.16,76638,45,0.88,4.1,SUPP051
SUPP068,Mini-Circuits,"Munich, Germany",COMP0108,706.47,109628,37,0.54,4.2,SUPP077
SUPP062,Fairchild Semiconductor,"Taipei, Taiwan",COMP0091,740.32,269719,30,0.88,3.2,SUPP087
SUPP030,Nichicon,"Zurich, Switzerland",COMP0250,376.0,12608,41,0.94,3.2,SUPP052
SUPP081,Eaton Electronics,"Bangalore, India",COMP0312,446.69,285188,26,0.91,2.4,SUPP040
SUPP065,Skyworks Solutions,"Milan, Italy",COMP0347,116.42,201179,7,0.91,2.1,SUPP075
SUPP001,Murata Electronics,"Taipei, Taiwan",COMP0097,289.38,25189,49,0.59,4.1,SUPP011
SUPP050,Amphenol Advanced Sensors,"Tokyo, Japan",COMP0197,186.92,216727,20,0.69,3.6,SUPP057
SUPP026,Lattice Semiconductor,Singapore,COMP0342,173.18,256611,39,0.52,4.9,SUPP066
SUPP070,Susumu,"Munich, Germany",COMP0036,186.09,462527,24,0.68,3.5,SUPP022
SUPP037,Abracon,"Chennai, India",COMP0334,705.36,419299,2,0.83,3.6,SUPP090
SUPP046,Lite-On Technology,"Zurich, Switzerland",COMP0494,98.54,288570,41,0.98,2.5,SUPP036
SUPP038,Epson Timing,"Bangalore, India",COMP0163,309.84,80710,8,0.79,3.9,SUPP071
SUPP009,STMicroelectronics,"Osaka, Japan",COMP0342,156.96,345460,16,0.65,1.3,SUPP046
SUPP034,CUI Inc,"Gyeonggi, South Korea",COMP0089,315.45,289365,36,0.69,2.1,SUPP074
SUPP056,Samtec,"Hsinchu, Taiwan",COMP0219,45.61,167993,38,0.71,2.0,SUPP028
SUPP020,JST,"Munich, Germany",COMP0237,565.61,138174,15,1.0,2.6,SUPP021
SUPP082,Silicon Labs,"Hsinchu, Taiwan",COMP0152,117.44,442268,4,0.98,2.7,SUPP074
SUPP004,Yageo Corporation,"Munich, Germany",COMP0128,742.67,332916,8,0.54,1.9,SUPP098
SUPP012,Microchip Technology,"Eindhoven, Netherlands",COMP0216,356.31,346770,46,0.9,1.5,SUPP060
SUPP097,Power Integrations,"Shenzhen, China",COMP0185,201.51,139347,20,0.54,3.5,SUPP073
SUPP051,Phoenix Contact,"Bangalore, India",COMP0470,35.23,438464,42,0.87,3.4,SUPP091
SUPP038,Epson Timing,"Bangalore, India",COMP0309,428.1,127168,19,0.6,1.2,SUPP060
SUPP038,Epson Timing,"Bangalore, India",COMP0100,561.6,105457,15,0.77,2.0,SUPP050
SUPP014,Renesas Electronics,"Stockholm, Sweden",COMP0480,417.71,169121,21,0.73,3.1,SUPP069
SUPP058,ITT Cannon,"Munich, Germany",COMP0164,161.42,106460,44,0.66,3.0,SUPP087
SUPP037,Abracon,"Chennai, India",COMP0428,619.79,462837,13,0.7,2.2,SUPP061
SUPP089,Onsemi,"Eindhoven, Netherlands",COMP0314,378.82,12205,28,0.7,3.8,SUPP065
SUPP056,Samtec,"Hsinchu, Taiwan",COMP0216,266.88,150186,17,0.78,4.1,SUPP065
SUPP034,CUI Inc,"Gyeonggi, South Korea",COMP0448,571.3,252324,46,0.86,1.5,SUPP052
SUPP062,Fairchild Semiconductor,"Taipei, Taiwan",COMP0135,546.31,331249,41,0.77,2.0,SUPP024
SUPP031,Rubycon,"Zurich, Switzerland",COMP0039,175.0,363236,50,0.63,4.6,SUPP001
SUPP048,Honeywell Sensing,"Eindhoven, Netherlands",COMP0428,31.84,434724,16,0.63,2.6,SUPP083
SUPP007,Panasonic Electronic Components,"Milan, Italy",COMP0393,679.32,400432,21,0.62,2.1,SUPP070
SUPP083,Dialog Semiconductor,"Stockholm, Sweden",COMP0236,295.84,302366,35,0.73,1.9,SUPP062
SUPP035,Coilcraft,"Stockholm, Sweden",COMP0087,505.39,428599,17,0.81,1.5,SUPP071
SUPP076,Sprague Goodman,"Shanghai, China",COMP0286,272.06,381272,34,0.62,3.4,SUPP080
SUPP079,Sumida,"Stockholm, Sweden",COMP0019,444.38,483217,19,0.95,3.1,SUPP018
SUPP055,Cinch Connectivity,"Munich, Germany",COMP0357,598.12,3764,39,0.71,1.4,SUPP007
SUPP063,International Rectifier,"Gyeonggi, South Korea",COMP0293,748.16,123955,52,0.51,2.7,SUPP093
SUPP053,WAGO,"Shanghai, China",COMP0182,160.66,115389,36,0.56,2.6,SUPP014
SUPP056,Samtec,"Hsinchu, Taiwan",COMP0004,235.25,184618,36,0.7,3.4,SUPP064
SUPP047,Sensata Technologies,"Shanghai, China",COMP0430,191.16,451745,38,0.61,5.0,SUPP091
SUPP046,Lite-On Technology,"Zurich, Switzerland",COMP0318,552.95,160447,11,0.83,1.3,SUPP003
SUPP074,Cornell Dubilier,"Bangalore, India",COMP0443,458.92,298984,37,0.73,1.5,SUPP033
SUPP051,Phoenix Contact,"Bangalore, India",COMP0401,157.45,269173,25,0.56,4.5,SUPP085
SUPP035,Coilcraft,"Stockholm, Sweden",COMP0360,352.18,150554,23,0.86,4.9,SUPP092
SUPP084,Nordic Semiconductor,"Tokyo, Japan",COMP0302,77.65,170938,1,0.69,3.9,SUPP035
SUPP091,Ohmite,"Osaka, Japan",COMP0068,493.72,412516,41,0.86,3.0,SUPP067
SUPP005,Samsung Electro-Mechanics,"Hsinchu, Taiwan",COMP0110,530.46,310345,46,0.69,4.8,SUPP002
SUPP068,Mini-Circuits,"Munich, Germany",COMP0032,193.08,159645,21,0.9,4.1,SUPP027
SUPP076,Sprague Goodman,"Shanghai, China",COMP0494,355.6,322416,29,0.94,3.0,SUPP081
SUPP056,Samtec,"Hsinchu, Taiwan",COMP0372,304.75,467926,1,0.73,4.2,SUPP080
SUPP098,Vicor Corporation,"Tokyo, Japan",COMP0146,444.38,125237,2,0.78,2.6,SUPP079
SUPP007,Panasonic Electronic Components,"Milan, Italy",COMP0307,309.41,114506,33,0.93,2.4,SUPP069
SUPP077,BC Components,"Seoul, South Korea",COMP0111,191.95,428364,1,0.78,3.8,SUPP052
SUPP045,Osram Opto,"Eindhoven, Netherlands",COMP0363,237.15,486532,45,0.87,1.6,SUPP020
SUPP020,JST,"Munich, Germany",COMP0260,446.96,384317,40,0.93,3.1,SUPP005
SUPP026,Lattice Semiconductor,Singapore,COMP0042,303.98,59449,2,0.81,3.1,SUPP053
SUPP065,Skyworks Solutions,"Milan, Italy",COMP0262,297.93,230360,10,0.67,1.1,SUPP093
SUPP002,TDK Corporation,"Gyeonggi, South Korea",COMP0164,232.97,232496,17,0.63,1.8,SUPP054
SUPP066,Qorvo,"Gyeonggi, South Korea",COMP0458,746.0,492672,29,0.52,1.7,SUPP056
SUPP001,Murata Electronics,"Taipei, Taiwan",COMP0084,19.01,136962,26,0.52,3.3,SUPP036
SUPP097,Power Integrations,"Shenzhen, China",COMP0447,1.38,341118,25,0.52,3.5,SUPP002
SUPP022,Bourns,Singapore,COMP0179,617.47,439132,34,0.58,2.7,SUPP009
SUPP049,TE Connectivity Sensors,"Osaka, Japan",COMP0151,611.63,474787,26,0.75,4.4,SUPP043
SUPP091,Ohmite,"Osaka, Japan",COMP0046,636.74,476983,10,0.72,3.4,SUPP014
SUPP057,Harting,"Tokyo, Japan",COMP0283,663.82,105145,16,0.95,4.6,SUPP032
SUPP092,Bel Magnetic Solutions,"Taipei, Taiwan",COMP0406,273.48,261254,18,0.73,2.2,SUPP013
SUPP085,Espressif Systems,"London, UK",COMP0416,734.56,234306,33,0.61,3.6,SUPP042
SUPP046,Lite-On Technology,"Zurich, Switzerland",COMP0483,53.31,407189,49,0.93,3.5,SUPP078
SUPP009,STMicroelectronics,"Osaka, Japan",COMP0319,619.83,389003,13,0.84,3.7,SUPP085
SUPP001,Murata Electronics,"Taipei, Taiwan",COMP0329,44.7,167315,36,0.93,3.7,SUPP003
SUPP074,Cornell Dubilier,"Bangalore, India",COMP0089,553.36,182284,42,0.67,4.5,SUPP024
SUPP086,MediaTek,"Seoul, South Korea",COMP0276,223.7,171567,36,0.76,4.1,SUPP091
SUPP008,Texas Instruments,Singapore,COMP0098,234.45,291248,45,0.87,4.0,SUPP087
SUPP077,BC Components,"Seoul, South Korea",COMP0230,577.37,12443,50,0.8,4.1,SUPP064
SUPP081,Eaton Electronics,"Bangalore, India",COMP0227,521.68,190319,31,0.88,2.0,SUPP049
SUPP053,WAGO,"Shanghai, China",COMP0374,27.21,75675,15,0.88,1.2,SUPP070
SUPP019,Hirose Electric,"Milan, Italy",COMP0117,111.53,341430,38,0.95,1.6,SUPP066
SUPP028,Semtech,"Penang, Malaysia",COMP0073,420.72,140943,23,0.93,2.1,SUPP059
SUPP023,Rohm Semiconductor,"Osaka, Japan",COMP0478,7.88,64540,3,0.98,3.9,SUPP063
SUPP070,Susumu,"Munich, Germany",COMP0447,25.17,269919,49,0.86,4.2,SUPP033
SUPP034,CUI Inc,"Gyeonggi, South Korea",COMP0015,584.31,295844,11,0.59,4.5,SUPP022
SUPP065,Skyworks Solutions,"Milan, Italy",COMP0267,471.39,426147,41,0.66,3.4,SUPP035
SUPP063,International Rectifier,"Gyeonggi, South Korea",COMP0347,191.27,465014,2,0.57,1.9,SUPP068
SUPP062,Fairchild Semiconductor,"Taipei, Taiwan",COMP0033,137.28,248827,47,0.9,2.8,SUPP013
SUPP084,Nordic Semiconductor,"Tokyo, Japan",COMP0256,434.04,479475,22,0.66,4.7,SUPP029
SUPP064,Microsemi,"Taipei, Taiwan",COMP0216,297.13,118603,50,0.83,4.9,SUPP022
SUPP065,Skyworks Solutions,"Milan, Italy",COMP0255,326.47,431655,10,0.77,4.5,SUPP022
SUPP032,Würth Elektronik,"Hsinchu, Taiwan",COMP0287,481.47,8975,8,0.79,1.1,SUPP020
SUPP003,Vishay Intertechnology,"Taipei, Taiwan",COMP0252,314.4,431851,19,0.92,2.3,SUPP037
SUPP052,Weidmuller,"Hsinchu, Taiwan",COMP0432,354.73,59790,27,0.96,3.3,SUPP090
SUPP019,Hirose Electric,"Milan, Italy",COMP0220,415.38,326837,50,1.0,1.1,SUPP034
SUPP018,Amphenol,"London, UK",COMP0359,122.82,260799,31,0.57,4.2,SUPP021
SUPP091,Ohmite,"Osaka, Japan",COMP0397,609.79,24041,40,0.9,3.9,SUPP076
SUPP031,Rubycon,"Zurich, Switzerland",COMP0290,77.43,397584,19,0.64,4.3,SUPP090
SUPP099,Cohu Inc,"Bangalore, India",COMP0282,632.37,72500,26,0.75,2.6,SUPP075
SUPP031,Rubycon,"Zurich, Switzerland",COMP0259,741.49,12137,40,0.96,2.8,SUPP008
SUPP093,Halo Electronics,"Taipei, Taiwan",COMP0177,679.52,485020,10,0.87,3.7,SUPP046
SUPP087,Broadcom Limited,"Eindhoven, Netherlands",COMP0045,601.52,454499,12,0.8,3.8,SUPP094
SUPP075,Illinois Capacitor,"London, UK",COMP0366,76.49,293461,34,1.0,1.0,SUPP066
SUPP088,Marvell Technology,"Penang, Malaysia",COMP0333,333.82,125316,17,0.61,5.0,SUPP003
SUPP053,WAGO,"Shanghai, China",COMP0325,729.23,105211,43,0.76,3.7,SUPP072
SUPP095,GaN Systems,"San Jose, USA",COMP0481,96.3,328051,20,0.88,3.6,SUPP018
SUPP056,Samtec,"Hsinchu, Taiwan",COMP0049,399.17,466512,30,0.55,1.5,SUPP093
SUPP043,Cree LED,"Bangalore, India",COMP0500,180.39,164703,17,0.65,4.5,SUPP071
SUPP043,Cree LED,"Bangalore, India",COMP0359,154.34,396396,1,0.63,1.8,SUPP095
SUPP079,Sumida,"Stockholm, Sweden",COMP0414,396.05,77296,19,0.98,4.9,SUPP009
SUPP009,STMicroelectronics,"Osaka, Japan",COMP0236,603.17,379840,43,0.74,2.0,SUPP021
SUPP004,Yageo Corporation,"Munich, Germany",COMP0258,338.62,236593,29,0.62,1.7,SUPP003
SUPP055,Cinch Connectivity,"Munich, Germany",COMP0260,539.57,424888,46,0.89,4.9,SUPP076
SUPP074,Cornell Dubilier,"Bangalore, India",COMP0061,16.62,83751,42,0.74,3.7,SUPP093
SUPP019,Hirose Electric,"Milan, Italy",COMP0275,1.91,148750,42,0.84,3.5,SUPP083
SUPP005,Samsung Electro-Mechanics,"Hsinchu, Taiwan",COMP0219,167.96,26989,14,0.59,3.9,SUPP038
SUPP072,KOA Speer,"Hsinchu, Taiwan",COMP0193,280.89,95580,44,0.77,2.0,SUPP005
SUPP060,Tektronix Supply,"Zurich, Switzerland",COMP0158,325.48,82219,14,0.74,3.5,SUPP069
SUPP007,Panasonic Electronic Components,"Milan, Italy",COMP0264,39.04,336157,40,0.61,1.2,SUPP057
SUPP032,Würth Elektronik,"Hsinchu, Taiwan",COMP0332,161.19,433088,37,0.68,2.9,SUPP034
SUPP055,Cinch Connectivity,"Munich, Germany",COMP0289,364.1,29768,9,0.76,4.1,SUPP013
SUPP100,Entegris,"Tokyo, Japan",COMP0486,575.47,34766,36,0.9,3.3,SUPP066
SUPP099,Cohu Inc,"Bangalore, India",COMP0259,224.08,452068,30,0.78,2.0,SUPP095
SUPP071,Panasonic Resistive,"Seoul, South Korea",COMP0019,411.81,253911,28,0.73,5.0,SUPP050
SUPP081,Eaton Electronics,"Bangalore, India",COMP0301,725.62,91421,35,0.56,4.9,SUPP030
SUPP046,Lite-On Technology,"Zurich, Switzerland",COMP0335,720.94,235959,26,0.7,3.9,SUPP095
SUPP067,MACOM Technology,"Shenzhen, China",COMP0358,580.42,440875,8,0.87,1.4,SUPP076
SUPP065,Skyworks Solutions,"Milan, Italy",COMP0081,119.13,474419,49,0.56,4.7,SUPP044
SUPP094,Transphorm,"Gyeonggi, South Korea",COMP0160,175.45,286327,49,0.57,1.9,SUPP057
SUPP019,Hirose Electric,"Milan, Italy",COMP0493,268.45,38977,7,0.97,1.5,SUPP002
SUPP078,Coilcraft Magnetics,"Bangalore, India",COMP0331,119.62,159593,46,0.59,1.8,SUPP090
SUPP066,Qorvo,"Gyeonggi, South Korea",COMP0336,229.61,439981,29,0.52,3.1,SUPP095
SUPP039,ISSI,"Stockholm, Sweden",COMP0111,197.74,70785,32,0.7,1.1,SUPP063
SUPP082,Silicon Labs,"Hsinchu, Taiwan",COMP0110,9.44,58471,31,0.99,3.6,SUPP076
SUPP090,Vishay Dale,"Seoul, South Korea",COMP0170,403.93,435735,17,0.88,3.3,SUPP053
SUPP066,Qorvo,"Gyeonggi, South Korea",COMP0168,0.78,270029,52,0.91,2.9,SUPP088
SUPP086,MediaTek,"Seoul, South Korea",COMP0371,254.72,145498,3,0.7,4.5,SUPP050
SUPP079,Sumida,"Stockholm, Sweden",COMP0083,165.17,228900,52,0.64,4.5,SUPP019
SUPP027,Diodes Incorporated,"Shenzhen, China",COMP0133,138.36,314130,29,0.88,3.4,SUPP023
SUPP028,Semtech,"Penang, Malaysia",COMP0478,166.56,180523,49,0.62,4.6,SUPP070
SUPP017,TE Connectivity,"Austin, USA",COMP0447,608.99,90137,41,0.82,2.7,SUPP080
SUPP064,Microsemi,"Taipei, Taiwan",COMP0144,153.79,188857,10,0.73,1.9,SUPP035
SUPP087,Broadcom Limited,"Eindhoven, Netherlands",COMP0128,537.66,200202,1,0.91,3.6,SUPP068
SUPP054,Dinkle,"Shanghai, China",COMP0484,98.78,420226,6,0.55,3.3,SUPP043
SUPP072,KOA Speer,"Hsinchu, Taiwan",COMP0467,213.59,25144,7,0.56,2.4,SUPP052
SUPP017,TE Connectivity,"Austin, USA",COMP0003,555.63,334383,41,0.96,4.7,SUPP071
SUPP024,Toshiba Electronic Devices,"Bangalore, India",COMP0271,433.04,192785,33,0.68,2.9,SUPP052
SUPP064,Microsemi,"Taipei, Taiwan",COMP0303,193.09,336103,47,0.75,4.2,SUPP031
SUPP088,Marvell Technology,"Penang, Malaysia",COMP0379,328.71,468574,46,0.6,2.8,SUPP047
SUPP046,Lite-On Technology,"Zurich, Switzerland",COMP0461,26.34,482904,32,0.96,2.1,SUPP050
SUPP036,Pulse Electronics,"Hsinchu, Taiwan",COMP0270,681.48,111394,17,0.65,1.2,SUPP084
SUPP071,Panasonic Resistive,"Seoul, South Korea",COMP0015,583.97,250512,51,0.73,1.4,SUPP020
SUPP040,Winbond Electronics,"Stockholm, Sweden",COMP0214,411.59,247666,4,0.67,4.1,SUPP072
SUPP041,Macronix International,"Shanghai, China",COMP0287,726.66,73936,5,0.63,3.5,SUPP090
SUPP005,Samsung Electro-Mechanics,"Hsinchu, Taiwan",COMP0483,328.22,259866,30,0.62,5.0,SUPP064
SUPP019,Hirose Electric,"Milan, Italy",COMP0018,126.32,10246,29,0.9,4.4,SUPP008
SUPP037,Abracon,"Chennai, India",COMP0257,63.94,78796,52,0.58,2.5,SUPP100
SUPP079,Sumida,"Stockholm, Sweden",COMP0221,357.36,478720,11,0.61,3.6,SUPP014
SUPP069,Anaren Microwave,"Osaka, Japan",COMP0411,347.06,196475,3,0.68,2.2,SUPP017
SUPP016,Molex,"Shanghai, China",COMP0230,513.63,468808,11,0.67,4.2,SUPP100
SUPP009,STMicroelectronics,"Osaka, Japan",COMP0162,223.05,479022,26,0.74,3.9,SUPP041
SUPP095,GaN Systems,"San Jose, USA",COMP0209,307.27,379306,43,0.96,3.5,SUPP048
SUPP100,Entegris,"Tokyo, Japan",COMP0245,271.17,68557,42,0.86,2.8,SUPP072
SUPP099,Cohu Inc,"Bangalore, India",COMP0237,232.52,207237,20,0.59,1.2,SUPP069
SUPP064,Microsemi,"Taipei, Taiwan",COMP0467,279.62,425790,15,0.94,1.8,SUPP046
SUPP034,CUI Inc,"Gyeonggi, South Korea",COMP0068,71.37,344539,14,0.94,4.0,SUPP086
SUPP033,Bel Fuse,"Munich, Germany",COMP0110,667.76,123669,51,0.78,1.7,SUPP055
SUPP052,Weidmuller,"Hsinchu, Taiwan",COMP0304,639.08,227648,1,0.75,3.3,SUPP090
SUPP006,AVX Corporation,"Penang, Malaysia",COMP0386,590.59,115093,44,0.77,3.8,SUPP042
SUPP064,Microsemi,"Taipei, Taiwan",COMP0067,46.07,76634,23,0.64,5.0,SUPP034
SUPP040,Winbond Electronics,"Stockholm, Sweden",COMP0468,493.27,138067,49,0.99,2.1,SUPP076
SUPP084,Nordic Semiconductor,"Tokyo, Japan",COMP0268,114.81,403385,15,0.76,3.6,SUPP003
